,Bcells,CD4,CD8,Monocytes,NK,Neutrophils
11:108365793:+,347.8118335198462,526.5732681962021,592.1927505918123,70.32380408489531,677.76735638276,63.57217071853885
11:108365977:+,347.8118335198462,526.5732681962021,592.1927505918123,70.32380408489531,677.76735638276,63.57217071853885
11:108367126:+,347.8118335198462,526.5732681962021,592.1927505918123,70.32380408489531,677.76735638276,63.57217071853885
11:108367193:+,347.8118335198462,526.5732681962021,592.1927505918123,70.32380408489531,677.76735638276,63.57217071853885
11:108367225:+,347.8118335198462,526.5732681962021,592.1927505918123,70.32380408489531,677.76735638276,63.57217071853885
11:108367229:+,347.8118335198462,526.5732681962021,592.1927505918123,70.32380408489531,677.76735638276,63.57217071853885
11:108367260:+,347.8118335198462,526.5732681962021,592.1927505918123,70.32380408489531,677.76735638276,63.57217071853885
11:118748642:-,362.4033433092491,328.4741124446452,389.5202666201527,92.71234201366813,426.9259332638944,223.27412266490657
11:118898246:-,98.810490130998,453.7391548944843,589.1009820097705,44.76561612025213,502.1598697598121,5.499662693749008
11:44934804:-,89.88320444791123,6.5258902385070865,28.833229494420532,40.61981001303042,15.33133926330592,138.28682072614242
11:46678959:-,63.8683057692466,91.57475504928945,81.71260756494138,120.92316814626923,118.19607053064412,95.71828044977586
11:61007594:+,16.256020063607842,662.0039403474954,487.9988449206185,0.15488294097460403,91.31066469103054,0.19868791563094668
11:64219582:+,118.29273524845468,162.32990503326795,160.40755633271084,411.87662746882927,249.73257884982286,265.8117140749245
11:64307330:+,16.72942254880657,16.629703184167877,18.35799442327628,45.20038049213252,31.291928921584436,28.269625809609746
11:65321908:+,0.01914948849035314,0.001,0.001,0.26936646184684576,0.001,1.2234829516834926
11:65375817:-,73.18929036619629,85.29706871587902,84.4836277875237,12.080483415402337,79.21088530933258,6.938308454414891
11:65375897:-,73.18929036619629,85.29706871587902,84.4836277875237,12.080483415402337,79.21088530933258,6.938308454414891
11:65375978:-,73.18929036619629,85.29706871587902,84.4836277875237,12.080483415402337,79.21088530933258,6.938308454414891
11:65581686:+,246.13873584900938,264.11877617098435,250.33767445206615,720.4063496895754,282.0682061050833,733.092312606551
11:65774507:-,71.53033073685609,58.25276750615875,61.31643369971412,388.95562304307657,68.79216326368206,676.4284762978798
11:65774548:-,71.53033073685609,58.25276750615875,61.31643369971412,388.95562304307657,68.79216326368206,676.4284762978798
11:65774680:-,71.53033073685609,58.25276750615875,61.31643369971412,388.95562304307657,68.79216326368206,676.4284762978798
11:65774681:-,71.53033073685609,58.25276750615875,61.31643369971412,388.95562304307657,68.79216326368206,676.4284762978798
11:65775818:-,71.53033073685609,58.25276750615875,61.31643369971412,388.95562304307657,68.79216326368206,676.4284762978798
11:65775919:-,71.53033073685609,58.25276750615875,61.31643369971412,388.95562304307657,68.79216326368206,676.4284762978798
11:65775920:-,71.53033073685609,58.25276750615875,61.31643369971412,388.95562304307657,68.79216326368206,676.4284762978798
11:65775966:-,71.53033073685609,58.25276750615875,61.31643369971412,388.95562304307657,68.79216326368206,676.4284762978798
11:65775986:-,71.53033073685609,58.25276750615875,61.31643369971412,388.95562304307657,68.79216326368206,676.4284762978798
11:65776157:-,71.53033073685609,58.25276750615875,61.31643369971412,388.95562304307657,68.79216326368206,676.4284762978798
11:65776162:-,71.53033073685609,58.25276750615875,61.31643369971412,388.95562304307657,68.79216326368206,676.4284762978798
11:65776696:-,71.53033073685609,58.25276750615875,61.31643369971412,388.95562304307657,68.79216326368206,676.4284762978798
11:65776882:-,71.53033073685609,58.25276750615875,61.31643369971412,388.95562304307657,68.79216326368206,676.4284762978798
11:65776893:-,71.53033073685609,58.25276750615875,61.31643369971412,388.95562304307657,68.79216326368206,676.4284762978798
11:65776909:-,71.53033073685609,58.25276750615875,61.31643369971412,388.95562304307657,68.79216326368206,676.4284762978798
11:65776910:-,71.53033073685609,58.25276750615875,61.31643369971412,388.95562304307657,68.79216326368206,676.4284762978798
11:65776954:-,71.53033073685609,58.25276750615875,61.31643369971412,388.95562304307657,68.79216326368206,676.4284762978798
11:65776988:-,71.53033073685609,58.25276750615875,61.31643369971412,388.95562304307657,68.79216326368206,676.4284762978798
11:65776998:-,71.53033073685609,58.25276750615875,61.31643369971412,388.95562304307657,68.79216326368206,676.4284762978798
11:65777013:-,71.53033073685609,58.25276750615875,61.31643369971412,388.95562304307657,68.79216326368206,676.4284762978798
11:65777018:-,71.53033073685609,58.25276750615875,61.31643369971412,388.95562304307657,68.79216326368206,676.4284762978798
11:65777031:-,71.53033073685609,58.25276750615875,61.31643369971412,388.95562304307657,68.79216326368206,676.4284762978798
11:65777051:-,71.53033073685609,58.25276750615875,61.31643369971412,388.95562304307657,68.79216326368206,676.4284762978798
11:65777103:-,71.53033073685609,58.25276750615875,61.31643369971412,388.95562304307657,68.79216326368206,676.4284762978798
11:74455756:-,0.14742668067643333,0.09927957043810541,0.04137387067951287,67.76979001862033,0.7671693193015072,51.13806718465359
11:74455855:-,0.14742668067643333,0.09927957043810541,0.04137387067951287,67.76979001862033,0.7671693193015072,51.13806718465359
11:74455865:-,0.14742668067643333,0.09927957043810541,0.04137387067951287,67.76979001862033,0.7671693193015072,51.13806718465359
11:74456110:-,0.14742668067643333,0.09927957043810541,0.04137387067951287,67.76979001862033,0.7671693193015072,51.13806718465359
11:74456209:-,0.14742668067643333,0.09927957043810541,0.04137387067951287,67.76979001862033,0.7671693193015072,51.13806718465359
11:769402:-,65.56806239503194,62.19272154912835,50.978992548524126,31.77512954418007,50.09167459158714,4.021735445779533
11:769448:-,65.56806239503194,62.19272154912835,50.978992548524126,31.77512954418007,50.09167459158714,4.021735445779533
11:769458:-,65.56806239503194,62.19272154912835,50.978992548524126,31.77512954418007,50.09167459158714,4.021735445779533
11:769894:-,65.56806239503194,62.19272154912835,50.978992548524126,31.77512954418007,50.09167459158714,4.021735445779533
11:83157398:+,257.942899487226,189.0495501469119,168.1774424217735,150.46910460785438,146.24449069169657,203.7575460060099
11:8686359:+,1138.4602996925864,1461.2803907702864,1311.314212181965,528.6056824964844,482.1662049224991,63.72060336219458
11:8686369:+,1138.4602996925864,1461.2803907702864,1311.314212181965,528.6056824964844,482.1662049224991,63.72060336219458
11:8686404:+,1138.4602996925864,1461.2803907702864,1311.314212181965,528.6056824964844,482.1662049224991,63.72060336219458
11:8687341:+,1138.4602996925864,1461.2803907702864,1311.314212181965,528.6056824964844,482.1662049224991,63.72060336219458
11:93735604:-,134.79929415575896,98.3128469427848,95.67435400840935,30.494664077131254,63.512252535566844,18.828409392972976
11:93735629:-,134.79929415575896,98.3128469427848,95.67435400840935,30.494664077131254,63.512252535566844,18.828409392972976
12:10315185:+,0.032026841949032575,3.67691173355894,111.02477606371085,0.11781340642088621,790.2820973835654,0.56213531400023
12:10315251:+,0.032026841949032575,3.67691173355894,111.02477606371085,0.11781340642088621,790.2820973835654,0.56213531400023
12:10315315:+,0.032026841949032575,3.67691173355894,111.02477606371085,0.11781340642088621,790.2820973835654,0.56213531400023
12:10315360:+,0.032026841949032575,3.67691173355894,111.02477606371085,0.11781340642088621,790.2820973835654,0.56213531400023
12:10315372:+,0.032026841949032575,3.67691173355894,111.02477606371085,0.11781340642088621,790.2820973835654,0.56213531400023
12:10315387:+,0.032026841949032575,3.67691173355894,111.02477606371085,0.11781340642088621,790.2820973835654,0.56213531400023
12:10315861:+,0.032026841949032575,3.67691173355894,111.02477606371085,0.11781340642088621,790.2820973835654,0.56213531400023
12:10315862:+,0.032026841949032575,3.67691173355894,111.02477606371085,0.11781340642088621,790.2820973835654,0.56213531400023
12:10315884:+,0.032026841949032575,3.67691173355894,111.02477606371085,0.11781340642088621,790.2820973835654,0.56213531400023
12:10316458:+,0.032026841949032575,3.67691173355894,111.02477606371085,0.11781340642088621,790.2820973835654,0.56213531400023
12:10316476:+,0.032026841949032575,3.67691173355894,111.02477606371085,0.11781340642088621,790.2820973835654,0.56213531400023
12:10316495:+,0.032026841949032575,3.67691173355894,111.02477606371085,0.11781340642088621,790.2820973835654,0.56213531400023
12:10316549:+,0.032026841949032575,3.67691173355894,111.02477606371085,0.11781340642088621,790.2820973835654,0.56213531400023
12:10316588:+,0.032026841949032575,3.67691173355894,111.02477606371085,0.11781340642088621,790.2820973835654,0.56213531400023
12:10316637:+,0.032026841949032575,3.67691173355894,111.02477606371085,0.11781340642088621,790.2820973835654,0.56213531400023
12:10316663:+,0.032026841949032575,3.67691173355894,111.02477606371085,0.11781340642088621,790.2820973835654,0.56213531400023
12:10316676:+,0.032026841949032575,3.67691173355894,111.02477606371085,0.11781340642088621,790.2820973835654,0.56213531400023
12:10318784:+,0.032026841949032575,3.67691173355894,111.02477606371085,0.11781340642088621,790.2820973835654,0.56213531400023
12:108591202:-,0.13640048763303086,8.055713099020483,4.329881592714712,3.073338573917808,2.863718805054587,12.092012737911418
12:112971005:+,49.98937986363768,139.72265120101613,85.51593021144964,353.66518871619763,46.206870262941685,483.75015198136936
12:113390110:+,14.157659688281413,36.67004869923238,33.85154531562057,108.96723615698448,32.018132206531185,1.7332338606874858
12:113390120:+,14.157659688281413,36.67004869923238,33.85154531562057,108.96723615698448,32.018132206531185,1.7332338606874858
12:113391119:+,14.157659688281413,36.67004869923238,33.85154531562057,108.96723615698448,32.018132206531185,1.7332338606874858
12:120093527:+,23.921073743363394,140.68228579404698,162.92633044044183,0.10017008527645158,46.61604263315752,0.4261893745646011
12:120461139:+,47.36131325945592,42.46970331344133,39.61986196681479,22.832511277461805,43.81289601549968,9.256043343116286
12:122769109:+,72.87994965365169,75.69211808790561,57.54557122139382,45.81655460713606,54.766750334108295,28.411996113327405
12:122769131:+,72.87994965365169,75.69211808790561,57.54557122139382,45.81655460713606,54.766750334108295,28.411996113327405
12:122981653:+,143.54168402314968,180.31006744381472,163.93253440061,128.81396660036194,119.50618934305147,24.5781030653828
12:123661824:+,23.73500778498816,27.109839417915644,20.275815726021698,12.845858386312425,18.198944498495493,0.36471282565770846
12:124911941:-,1186.7464364186335,870.1607192702704,925.4211500771787,1646.7838846210545,928.5435814190764,1497.3569927752983
12:131922591:+,98.13267787352173,72.89799188333171,72.88084085268639,161.91701476083688,129.5601571024575,258.8860066179475
12:132721369:+,30.075887909087886,26.99247778783007,25.908583528774308,16.22546574565899,26.376645494769946,0.3853621599495194
12:132721508:+,30.075887909087886,26.99247778783007,25.908583528774308,16.22546574565899,26.376645494769946,0.3853621599495194
12:132721836:+,30.075887909087886,26.99247778783007,25.908583528774308,16.22546574565899,26.376645494769946,0.3853621599495194
12:132769999:-,131.2187114937226,103.81108385261342,124.6399637951832,48.23511787572035,116.86491650394322,23.9645813117979
12:2825793:+,22.182195132086413,23.899277528849584,26.464250634392375,8.509558698303213,16.40704893786712,0.8021763626792853
12:43787631:+,87.10787813352847,101.45034788421245,90.75926528502268,52.80130242710472,104.06660673258254,77.87701820824603
12:43787801:+,87.10787813352847,101.45034788421245,90.75926528502268,52.80130242710472,104.06660673258254,77.87701820824603
12:48342785:-,45.038969976022365,58.91835782170183,52.132646347100994,56.254559186109276,84.72397150827568,93.67849857459392
12:48342826:-,45.038969976022365,58.91835782170183,52.132646347100994,56.254559186109276,84.72397150827568,93.67849857459392
12:48937441:-,75.55406753698828,93.37814300772317,96.87611924764218,218.5224381689228,124.5135646670003,177.60683067850232
12:48938460:-,75.55406753698828,93.37814300772317,96.87611924764218,218.5224381689228,124.5135646670003,177.60683067850232
12:49763964:+,403.1227249420108,499.9878899442963,460.78765974403154,791.521526531755,462.6541622788666,879.1484210585343
12:49763989:+,403.1227249420108,499.9878899442963,460.78765974403154,791.521526531755,462.6541622788666,879.1484210585343
12:50930379:+,0.001,0.001,0.001,0.001,0.001,0.001
12:50930408:+,0.001,0.001,0.001,0.001,0.001,0.001
12:50930474:+,0.001,0.001,0.001,0.001,0.001,0.001
12:50930529:+,0.001,0.001,0.001,0.001,0.001,0.001
12:50930539:+,0.001,0.001,0.001,0.001,0.001,0.001
12:50930652:+,0.001,0.001,0.001,0.001,0.001,0.001
12:50930712:+,0.001,0.001,0.001,0.001,0.001,0.001
12:50930722:+,0.001,0.001,0.001,0.001,0.001,0.001
12:50930855:+,0.001,0.001,0.001,0.001,0.001,0.001
12:50931454:+,0.001,0.001,0.001,0.001,0.001,0.001
12:50931522:+,0.001,0.001,0.001,0.001,0.001,0.001
12:50931589:+,0.001,0.001,0.001,0.001,0.001,0.001
12:50931606:+,0.001,0.001,0.001,0.001,0.001,0.001
12:50931635:+,0.001,0.001,0.001,0.001,0.001,0.001
12:50931656:+,0.001,0.001,0.001,0.001,0.001,0.001
12:68843232:+,58.26215819357999,54.90247379095302,56.6432684192626,77.5510247060603,91.38475212320947,143.4576063761204
12:68843262:+,58.26215819357999,54.90247379095302,56.6432684192626,77.5510247060603,91.38475212320947,143.4576063761204
12:68843275:+,58.26215819357999,54.90247379095302,56.6432684192626,77.5510247060603,91.38475212320947,143.4576063761204
12:68843292:+,58.26215819357999,54.90247379095302,56.6432684192626,77.5510247060603,91.38475212320947,143.4576063761204
12:68843296:+,58.26215819357999,54.90247379095302,56.6432684192626,77.5510247060603,91.38475212320947,143.4576063761204
12:68843753:+,58.26215819357999,54.90247379095302,56.6432684192626,77.5510247060603,91.38475212320947,143.4576063761204
12:68843777:+,58.26215819357999,54.90247379095302,56.6432684192626,77.5510247060603,91.38475212320947,143.4576063761204
12:68843947:+,58.26215819357999,54.90247379095302,56.6432684192626,77.5510247060603,91.38475212320947,143.4576063761204
12:7094837:-,16.27493944278181,30.89891344720361,25.309814553456064,41.40282622911367,41.58357444477377,178.41741432782587
12:71702798:+,61.268804392242956,17.229341979313027,18.99461527497976,12.51306245924927,20.867341731372864,0.3864951553338412
12:98548842:+,137.08483537434023,136.59835096107977,96.00778965705895,99.14632894959855,69.97639905833536,1.771807532416144
12:98548864:+,137.08483537434023,136.59835096107977,96.00778965705895,99.14632894959855,69.97639905833536,1.771807532416144
12:98549026:+,137.08483537434023,136.59835096107977,96.00778965705895,99.14632894959855,69.97639905833536,1.771807532416144
12:98549061:+,137.08483537434023,136.59835096107977,96.00778965705895,99.14632894959855,69.97639905833536,1.771807532416144
12:98549106:+,137.08483537434023,136.59835096107977,96.00778965705895,99.14632894959855,69.97639905833536,1.771807532416144
12:98549232:+,137.08483537434023,136.59835096107977,96.00778965705895,99.14632894959855,69.97639905833536,1.771807532416144
12:98549317:+,137.08483537434023,136.59835096107977,96.00778965705895,99.14632894959855,69.97639905833536,1.771807532416144
12:98549324:+,137.08483537434023,136.59835096107977,96.00778965705895,99.14632894959855,69.97639905833536,1.771807532416144
12:98549370:+,137.08483537434023,136.59835096107977,96.00778965705895,99.14632894959855,69.97639905833536,1.771807532416144
12:98549422:+,137.08483537434023,136.59835096107977,96.00778965705895,99.14632894959855,69.97639905833536,1.771807532416144
12:98733532:+,48.74268688298284,40.406493913650806,37.83372845472799,108.41134802634028,58.49501503518183,257.368283709966
12:98733667:+,48.74268688298284,40.406493913650806,37.83372845472799,108.41134802634028,58.49501503518183,257.368283709966
12:98733685:+,48.74268688298284,40.406493913650806,37.83372845472799,108.41134802634028,58.49501503518183,257.368283709966
12:98733695:+,48.74268688298284,40.406493913650806,37.83372845472799,108.41134802634028,58.49501503518183,257.368283709966
12:98734992:+,48.74268688298284,40.406493913650806,37.83372845472799,108.41134802634028,58.49501503518183,257.368283709966
12:98734997:+,48.74268688298284,40.406493913650806,37.83372845472799,108.41134802634028,58.49501503518183,257.368283709966
12:98735013:+,48.74268688298284,40.406493913650806,37.83372845472799,108.41134802634028,58.49501503518183,257.368283709966
13:19672218:+,150.39881240637058,200.9450321121511,149.0308816515273,34.30856021261479,119.47590820240215,81.62421502253459
13:19672261:+,150.39881240637058,200.9450321121511,149.0308816515273,34.30856021261479,119.47590820240215,81.62421502253459
13:19672882:+,150.39881240637058,200.9450321121511,149.0308816515273,34.30856021261479,119.47590820240215,81.62421502253459
13:19672883:+,150.39881240637058,200.9450321121511,149.0308816515273,34.30856021261479,119.47590820240215,81.62421502253459
13:19672934:+,150.39881240637058,200.9450321121511,149.0308816515273,34.30856021261479,119.47590820240215,81.62421502253459
13:21374316:-,102.43596985632851,128.1301043579117,128.4244570901097,188.3455894007057,190.14788132877186,27.763697739654347
13:21374320:-,102.43596985632851,128.1301043579117,128.4244570901097,188.3455894007057,190.14788132877186,27.763697739654347
13:21374436:-,102.43596985632851,128.1301043579117,128.4244570901097,188.3455894007057,190.14788132877186,27.763697739654347
13:21374437:-,102.43596985632851,128.1301043579117,128.4244570901097,188.3455894007057,190.14788132877186,27.763697739654347
13:21374484:-,102.43596985632851,128.1301043579117,128.4244570901097,188.3455894007057,190.14788132877186,27.763697739654347
13:21374507:-,102.43596985632851,128.1301043579117,128.4244570901097,188.3455894007057,190.14788132877186,27.763697739654347
13:21374515:-,102.43596985632851,128.1301043579117,128.4244570901097,188.3455894007057,190.14788132877186,27.763697739654347
13:21374876:-,102.43596985632851,128.1301043579117,128.4244570901097,188.3455894007057,190.14788132877186,27.763697739654347
13:21374915:-,102.43596985632851,128.1301043579117,128.4244570901097,188.3455894007057,190.14788132877186,27.763697739654347
13:21374953:-,102.43596985632851,128.1301043579117,128.4244570901097,188.3455894007057,190.14788132877186,27.763697739654347
13:21375011:-,102.43596985632851,128.1301043579117,128.4244570901097,188.3455894007057,190.14788132877186,27.763697739654347
13:21375051:-,102.43596985632851,128.1301043579117,128.4244570901097,188.3455894007057,190.14788132877186,27.763697739654347
13:21375057:-,102.43596985632851,128.1301043579117,128.4244570901097,188.3455894007057,190.14788132877186,27.763697739654347
13:21375071:-,102.43596985632851,128.1301043579117,128.4244570901097,188.3455894007057,190.14788132877186,27.763697739654347
13:95793723:+,30.941077943477396,40.61433634216814,43.147553277385384,96.34978313066807,76.30744969828446,165.68356533577406
14:105049499:-,35.48722556581321,56.893396990226094,98.71624829980539,37.30250583223492,25.440202511840162,17.13911464537314
14:105049512:-,35.48722556581321,56.893396990226094,98.71624829980539,37.30250583223492,25.440202511840162,17.13911464537314
14:105049679:-,35.48722556581321,56.893396990226094,98.71624829980539,37.30250583223492,25.440202511840162,17.13911464537314
14:105049696:-,35.48722556581321,56.893396990226094,98.71624829980539,37.30250583223492,25.440202511840162,17.13911464537314
14:20366227:-,243.42006894251406,83.1807816038093,101.27311908105756,138.0266076684436,161.59648356142839,105.99228487925204
14:20366228:-,243.42006894251406,83.1807816038093,101.27311908105756,138.0266076684436,161.59648356142839,105.99228487925204
14:20366332:-,243.42006894251406,83.1807816038093,101.27311908105756,138.0266076684436,161.59648356142839,105.99228487925204
14:20366333:-,243.42006894251406,83.1807816038093,101.27311908105756,138.0266076684436,161.59648356142839,105.99228487925204
14:20366932:-,243.42006894251406,83.1807816038093,101.27311908105756,138.0266076684436,161.59648356142839,105.99228487925204
14:20366936:-,243.42006894251406,83.1807816038093,101.27311908105756,138.0266076684436,161.59648356142839,105.99228487925204
14:20366961:-,243.42006894251406,83.1807816038093,101.27311908105756,138.0266076684436,161.59648356142839,105.99228487925204
14:20366979:-,243.42006894251406,83.1807816038093,101.27311908105756,138.0266076684436,161.59648356142839,105.99228487925204
14:20367026:-,243.42006894251406,83.1807816038093,101.27311908105756,138.0266076684436,161.59648356142839,105.99228487925204
14:20367030:-,243.42006894251406,83.1807816038093,101.27311908105756,138.0266076684436,161.59648356142839,105.99228487925204
14:20367118:-,243.42006894251406,83.1807816038093,101.27311908105756,138.0266076684436,161.59648356142839,105.99228487925204
14:23296548:-,57.03526548380998,75.75436521749538,63.570743282820736,6.503012043185693,24.363510939882705,2.5525555605210544
14:52642958:-,50.879579084234535,119.8609561920715,88.33069812573768,82.59339267520683,52.085346871070215,149.92189589868195
14:52642959:-,50.879579084234535,119.8609561920715,88.33069812573768,82.59339267520683,52.085346871070215,149.92189589868195
14:52643091:-,50.879579084234535,119.8609561920715,88.33069812573768,82.59339267520683,52.085346871070215,149.92189589868195
14:52643106:-,50.879579084234535,119.8609561920715,88.33069812573768,82.59339267520683,52.085346871070215,149.92189589868195
14:58372551:+,106.28430006714731,86.24937941400492,85.16305868181928,54.601058419518466,88.19694581622814,136.1382784499254
14:64483589:-,51.168550452105094,121.71053028350887,98.57731269285088,7.315118784294868,48.99135234836235,1.1099050257045426
14:64484498:-,51.168550452105094,121.71053028350887,98.57731269285088,7.315118784294868,48.99135234836235,1.1099050257045426
14:74735608:+,43.596413385225354,43.291122550921706,38.967684213135804,28.621089076334563,35.422253347894234,14.793249766052305
14:74736152:+,43.596413385225354,43.291122550921706,38.967684213135804,28.621089076334563,35.422253347894234,14.793249766052305
14:76205038:+,80.05889811864371,90.14678149994711,80.62166219693621,65.44658776996431,96.69705089172518,47.91975074592042
14:89160383:-,265.46662103336047,245.21715657339425,271.8079740076793,222.42190537743326,341.38994841927814,190.72717901060187
14:89160386:-,265.46662103336047,245.21715657339425,271.8079740076793,222.42190537743326,341.38994841927814,190.72717901060187
14:95185096:-,64.52066727523648,0.5210193608773477,0.175367189236853,104.95002373306887,0.71415012935258,47.31284022555471
14:95186642:-,64.52066727523648,0.5210193608773477,0.175367189236853,104.95002373306887,0.71415012935258,47.31284022555471
14:95415466:-,170.3794231100423,188.9917911486066,122.87576323266552,120.32162041479339,41.98318989906924,18.536012795916005
15:34231141:-,208.39914898148615,146.62230465942872,113.7892535275528,153.77425300444497,120.9761902572437,437.97123327170334
15:34231314:-,208.39914898148615,146.62230465942872,113.7892535275528,153.77425300444497,120.9761902572437,437.97123327170334
15:34231354:-,208.39914898148615,146.62230465942872,113.7892535275528,153.77425300444497,120.9761902572437,437.97123327170334
15:34231360:-,208.39914898148615,146.62230465942872,113.7892535275528,153.77425300444497,120.9761902572437,437.97123327170334
15:34231407:-,208.39914898148615,146.62230465942872,113.7892535275528,153.77425300444497,120.9761902572437,437.97123327170334
15:34231474:-,208.39914898148615,146.62230465942872,113.7892535275528,153.77425300444497,120.9761902572437,437.97123327170334
15:34231649:-,208.39914898148615,146.62230465942872,113.7892535275528,153.77425300444497,120.9761902572437,437.97123327170334
15:34231665:-,208.39914898148615,146.62230465942872,113.7892535275528,153.77425300444497,120.9761902572437,437.97123327170334
15:34231694:-,208.39914898148615,146.62230465942872,113.7892535275528,153.77425300444497,120.9761902572437,437.97123327170334
15:34231727:-,208.39914898148615,146.62230465942872,113.7892535275528,153.77425300444497,120.9761902572437,437.97123327170334
15:34231753:-,208.39914898148615,146.62230465942872,113.7892535275528,153.77425300444497,120.9761902572437,437.97123327170334
15:34231975:-,208.39914898148615,146.62230465942872,113.7892535275528,153.77425300444497,120.9761902572437,437.97123327170334
15:34232287:-,208.39914898148615,146.62230465942872,113.7892535275528,153.77425300444497,120.9761902572437,437.97123327170334
15:34232343:-,208.39914898148615,146.62230465942872,113.7892535275528,153.77425300444497,120.9761902572437,437.97123327170334
15:34232454:-,208.39914898148615,146.62230465942872,113.7892535275528,153.77425300444497,120.9761902572437,437.97123327170334
15:34232506:-,208.39914898148615,146.62230465942872,113.7892535275528,153.77425300444497,120.9761902572437,437.97123327170334
15:41900146:-,17.563732538129123,51.61992845137362,45.83114098758992,68.3619992930243,28.362990101650794,8.50955997619975
15:42531589:+,140.11379692028487,76.44394925908357,66.24287232614753,164.19667887516795,78.68439503676389,266.3831778690165
15:42532147:+,140.11379692028487,76.44394925908357,66.24287232614753,164.19667887516795,78.68439503676389,266.3831778690165
15:42532296:+,140.11379692028487,76.44394925908357,66.24287232614753,164.19667887516795,78.68439503676389,266.3831778690165
15:43794609:+,7.625093878495317,8.00379501194044,6.650602616096007,9.655772504237573,6.208779910589696,2.3555238868152055
15:45482003:-,43.68945247942616,7.808001181722211,8.841811534013697,0.4107914313319304,23.1016077495768,0.03208390673495635
15:49126658:-,72.89471628822055,100.15295509889319,104.57525986219581,69.69338376905671,73.00982493858714,18.926443447743214
15:49126926:-,72.89471628822055,100.15295509889319,104.57525986219581,69.69338376905671,73.00982493858714,18.926443447743214
15:58184800:+,0.7067326221837511,0.49551903621037047,0.7850983534334597,135.82620722837098,15.788217353714527,2310.1691052847
15:64154841:+,304.0995999149243,3.025396180767218,4.904536754764127,2.877352374292114,6.4758338507677635,2.110217210714367
15:64154928:+,304.0995999149243,3.025396180767218,4.904536754764127,2.877352374292114,6.4758338507677635,2.110217210714367
15:64154936:+,304.0995999149243,3.025396180767218,4.904536754764127,2.877352374292114,6.4758338507677635,2.110217210714367
15:64155080:+,304.0995999149243,3.025396180767218,4.904536754764127,2.877352374292114,6.4758338507677635,2.110217210714367
15:64155171:+,304.0995999149243,3.025396180767218,4.904536754764127,2.877352374292114,6.4758338507677635,2.110217210714367
15:64155184:+,304.0995999149243,3.025396180767218,4.904536754764127,2.877352374292114,6.4758338507677635,2.110217210714367
