,Neutrophils,Monocytes,CD4
12:10316663:+,0.56213531400023,0.1178134064208862,3.67691173355894
12:10316676:+,0.56213531400023,0.1178134064208862,3.67691173355894
12:10318784:+,0.56213531400023,0.1178134064208862,3.67691173355894
12:108591202:-,12.092012737911418,3.073338573917808,8.055713099020483
12:112971005:+,483.75015198136936,353.66518871619763,139.7226512010161
12:113390110:+,1.7332338606874858,108.96723615698448,36.67004869923238
12:113390120:+,1.7332338606874858,108.96723615698448,36.67004869923238
12:113391119:+,1.7332338606874858,108.96723615698448,36.67004869923238
12:120093527:+,0.4261893745646011,0.1001700852764515,140.68228579404698
12:120461139:+,9.256043343116286,22.832511277461805,42.46970331344133
12:122769109:+,28.411996113327405,45.81655460713606,75.69211808790561
12:122769131:+,28.411996113327405,45.81655460713606,75.69211808790561
12:122981653:+,24.5781030653828,128.81396660036194,180.31006744381472
12:123661824:+,0.3647128256577084,12.845858386312424,27.109839417915644
12:124911941:-,1497.3569927752983,1646.7838846210543,870.1607192702704
12:131922591:+,258.8860066179475,161.91701476083688,72.89799188333171
12:132721369:+,0.3853621599495194,16.22546574565899,26.99247778783007
12:132721508:+,0.3853621599495194,16.22546574565899,26.99247778783007
12:132721836:+,0.3853621599495194,16.22546574565899,26.99247778783007
12:132769999:-,23.9645813117979,48.23511787572035,103.81108385261342
12:2825793:+,0.8021763626792853,8.509558698303213,23.899277528849584
12:43787631:+,77.87701820824603,52.80130242710472,101.45034788421243
12:43787801:+,77.87701820824603,52.80130242710472,101.45034788421243
12:48342785:-,93.67849857459392,56.25455918610928,58.91835782170183
12:48342826:-,93.67849857459392,56.25455918610928,58.91835782170183
12:48937441:-,177.60683067850232,218.5224381689228,93.37814300772315
12:48938460:-,177.60683067850232,218.5224381689228,93.37814300772315
12:49763964:+,879.1484210585343,791.521526531755,499.9878899442963
12:49763989:+,879.1484210585343,791.521526531755,499.9878899442963
12:50930379:+,0.001,0.001,0.001
12:50930408:+,0.001,0.001,0.001
12:50930474:+,0.001,0.001,0.001
12:50930529:+,0.001,0.001,0.001
12:50930539:+,0.001,0.001,0.001
12:50930652:+,0.001,0.001,0.001
12:50930712:+,0.001,0.001,0.001
12:50930722:+,0.001,0.001,0.001
12:50930855:+,0.001,0.001,0.001
12:50931454:+,0.001,0.001,0.001
12:50931522:+,0.001,0.001,0.001
12:50931589:+,0.001,0.001,0.001
12:50931606:+,0.001,0.001,0.001
12:50931635:+,0.001,0.001,0.001
12:50931656:+,0.001,0.001,0.001
12:68843232:+,143.4576063761204,77.5510247060603,54.90247379095302
12:68843262:+,143.4576063761204,77.5510247060603,54.90247379095302
12:68843275:+,143.4576063761204,77.5510247060603,54.90247379095302
12:68843292:+,143.4576063761204,77.5510247060603,54.90247379095302
12:68843296:+,143.4576063761204,77.5510247060603,54.90247379095302
12:68843753:+,143.4576063761204,77.5510247060603,54.90247379095302
12:68843777:+,143.4576063761204,77.5510247060603,54.90247379095302
12:68843947:+,143.4576063761204,77.5510247060603,54.90247379095302
12:7094837:-,178.41741432782587,41.40282622911367,30.89891344720361
12:71702798:+,0.3864951553338412,12.51306245924927,17.229341979313027
12:98548842:+,1.771807532416144,99.14632894959855,136.59835096107977
12:98548864:+,1.771807532416144,99.14632894959855,136.59835096107977
12:98549026:+,1.771807532416144,99.14632894959855,136.59835096107977
12:98549061:+,1.771807532416144,99.14632894959855,136.59835096107977
12:98549106:+,1.771807532416144,99.14632894959855,136.59835096107977
12:98549232:+,1.771807532416144,99.14632894959855,136.59835096107977
12:98549317:+,1.771807532416144,99.14632894959855,136.59835096107977
12:98549324:+,1.771807532416144,99.14632894959855,136.59835096107977
12:98549370:+,1.771807532416144,99.14632894959855,136.59835096107977
12:98549422:+,1.771807532416144,99.14632894959855,136.59835096107977
12:98733532:+,257.368283709966,108.41134802634028,40.406493913650806
12:98733667:+,257.368283709966,108.41134802634028,40.406493913650806
12:98733685:+,257.368283709966,108.41134802634028,40.406493913650806
12:98733695:+,257.368283709966,108.41134802634028,40.406493913650806
12:98734992:+,257.368283709966,108.41134802634028,40.406493913650806
12:98734997:+,257.368283709966,108.41134802634028,40.406493913650806
12:98735013:+,257.368283709966,108.41134802634028,40.406493913650806
13:19672218:+,81.62421502253459,34.30856021261479,200.9450321121511
13:19672261:+,81.62421502253459,34.30856021261479,200.9450321121511
13:19672882:+,81.62421502253459,34.30856021261479,200.9450321121511
13:19672883:+,81.62421502253459,34.30856021261479,200.9450321121511
13:19672934:+,81.62421502253459,34.30856021261479,200.9450321121511
13:21374316:-,27.763697739654347,188.3455894007057,128.1301043579117
13:21374320:-,27.763697739654347,188.3455894007057,128.1301043579117
13:21374436:-,27.763697739654347,188.3455894007057,128.1301043579117
13:21374437:-,27.763697739654347,188.3455894007057,128.1301043579117
13:21374484:-,27.763697739654347,188.3455894007057,128.1301043579117
13:21374507:-,27.763697739654347,188.3455894007057,128.1301043579117
13:21374515:-,27.763697739654347,188.3455894007057,128.1301043579117
13:21374876:-,27.763697739654347,188.3455894007057,128.1301043579117
13:21374915:-,27.763697739654347,188.3455894007057,128.1301043579117
13:21374953:-,27.763697739654347,188.3455894007057,128.1301043579117
13:21375011:-,27.763697739654347,188.3455894007057,128.1301043579117
13:21375051:-,27.763697739654347,188.3455894007057,128.1301043579117
13:21375057:-,27.763697739654347,188.3455894007057,128.1301043579117
13:21375071:-,27.763697739654347,188.3455894007057,128.1301043579117
13:95793723:+,165.68356533577406,96.34978313066809,40.61433634216814
14:105049499:-,17.13911464537314,37.30250583223492,56.893396990226094
14:105049512:-,17.13911464537314,37.30250583223492,56.893396990226094
14:105049679:-,17.13911464537314,37.30250583223492,56.893396990226094
14:105049696:-,17.13911464537314,37.30250583223492,56.893396990226094
14:20366227:-,105.99228487925204,138.0266076684436,83.1807816038093
14:20366228:-,105.99228487925204,138.0266076684436,83.1807816038093
14:20366332:-,105.99228487925204,138.0266076684436,83.1807816038093
14:20366333:-,105.99228487925204,138.0266076684436,83.1807816038093
14:20366932:-,105.99228487925204,138.0266076684436,83.1807816038093
14:20366936:-,105.99228487925204,138.0266076684436,83.1807816038093
14:20366961:-,105.99228487925204,138.0266076684436,83.1807816038093
14:20366979:-,105.99228487925204,138.0266076684436,83.1807816038093
14:20367026:-,105.99228487925204,138.0266076684436,83.1807816038093
14:20367030:-,105.99228487925204,138.0266076684436,83.1807816038093
14:20367118:-,105.99228487925204,138.0266076684436,83.1807816038093
14:23296548:-,2.5525555605210544,6.503012043185693,75.75436521749538
14:52642958:-,149.92189589868195,82.59339267520683,119.8609561920715
14:52642959:-,149.92189589868195,82.59339267520683,119.8609561920715
14:52643091:-,149.92189589868195,82.59339267520683,119.8609561920715
14:52643106:-,149.92189589868195,82.59339267520683,119.8609561920715
14:58372551:+,136.1382784499254,54.60105841951847,86.24937941400492
14:64483589:-,1.1099050257045426,7.315118784294868,121.71053028350887
14:64484498:-,1.1099050257045426,7.315118784294868,121.71053028350887
14:74735608:+,14.793249766052304,28.621089076334563,43.291122550921706
14:74736152:+,14.793249766052304,28.621089076334563,43.291122550921706
14:76205038:+,47.91975074592042,65.44658776996431,90.14678149994712
14:89160383:-,190.72717901060187,222.4219053774333,245.21715657339425
14:89160386:-,190.72717901060187,222.4219053774333,245.21715657339425
14:95185096:-,47.31284022555471,104.95002373306887,0.5210193608773477
14:95186642:-,47.31284022555471,104.95002373306887,0.5210193608773477
14:95415466:-,18.536012795916005,120.3216204147934,188.9917911486066
15:34231141:-,437.97123327170334,153.77425300444497,146.62230465942872
15:34231314:-,437.97123327170334,153.77425300444497,146.62230465942872
15:34231354:-,437.97123327170334,153.77425300444497,146.62230465942872
15:34231360:-,437.97123327170334,153.77425300444497,146.62230465942872
15:34231407:-,437.97123327170334,153.77425300444497,146.62230465942872
15:34231474:-,437.97123327170334,153.77425300444497,146.62230465942872
15:34231649:-,437.97123327170334,153.77425300444497,146.62230465942872
15:34231665:-,437.97123327170334,153.77425300444497,146.62230465942872
15:34231694:-,437.97123327170334,153.77425300444497,146.62230465942872
15:34231727:-,437.97123327170334,153.77425300444497,146.62230465942872
15:34231753:-,437.97123327170334,153.77425300444497,146.62230465942872
15:34231975:-,437.97123327170334,153.77425300444497,146.62230465942872
15:34232287:-,437.97123327170334,153.77425300444497,146.62230465942872
15:34232343:-,437.97123327170334,153.77425300444497,146.62230465942872
15:34232454:-,437.97123327170334,153.77425300444497,146.62230465942872
15:34232506:-,437.97123327170334,153.77425300444497,146.62230465942872
15:41900146:-,8.50955997619975,68.3619992930243,51.61992845137362
15:42531589:+,266.3831778690165,164.19667887516795,76.44394925908357
15:42532147:+,266.3831778690165,164.19667887516795,76.44394925908357
15:42532296:+,266.3831778690165,164.19667887516795,76.44394925908357
15:43794609:+,2.355523886815205,9.655772504237571,8.00379501194044
15:45482003:-,0.0320839067349563,0.4107914313319304,7.808001181722211
15:49126658:-,18.92644344774321,69.69338376905671,100.1529550988932
15:49126926:-,18.92644344774321,69.69338376905671,100.1529550988932
15:58184800:+,2310.1691052847,135.82620722837098,0.4955190362103704
15:64154841:+,2.110217210714367,2.877352374292114,3.025396180767218
15:64154928:+,2.110217210714367,2.877352374292114,3.025396180767218
15:64154936:+,2.110217210714367,2.877352374292114,3.025396180767218
15:64155080:+,2.110217210714367,2.877352374292114,3.025396180767218
15:64155171:+,2.110217210714367,2.877352374292114,3.025396180767218
15:64155184:+,2.110217210714367,2.877352374292114,3.025396180767218
15:64155196:+,2.110217210714367,2.877352374292114,3.025396180767218
15:64155224:+,2.110217210714367,2.877352374292114,3.025396180767218
15:64155236:+,2.110217210714367,2.877352374292114,3.025396180767218
15:64155268:+,2.110217210714367,2.877352374292114,3.025396180767218
15:64155432:+,2.110217210714367,2.877352374292114,3.025396180767218
15:64155441:+,2.110217210714367,2.877352374292114,3.025396180767218
15:84641813:-,13.716038872219196,24.9406161454995,63.66978457576944
15:84641973:-,13.716038872219196,24.9406161454995,63.66978457576944
15:84642182:-,13.716038872219196,24.9406161454995,63.66978457576944
15:84642201:-,13.716038872219196,24.9406161454995,63.66978457576944
15:84642217:-,13.716038872219196,24.9406161454995,63.66978457576944
15:89196030:+,494.8400795301258,185.99431329561983,63.42254387773724
15:89196098:+,494.8400795301258,185.99431329561983,63.42254387773724
15:89196116:+,494.8400795301258,185.99431329561983,63.42254387773724
15:93027251:+,306.1699060688095,176.47541337404704,507.8039296534975
16:10924260:+,16.41771309512824,332.70388841208944,8.786782891652017
16:10925418:+,16.41771309512824,332.70388841208944,8.786782891652017
16:10926740:+,16.41771309512824,332.70388841208944,8.786782891652017
16:10928388:+,16.41771309512824,332.70388841208944,8.786782891652017
16:10928417:+,16.41771309512824,332.70388841208944,8.786782891652017
16:10928470:+,16.41771309512824,332.70388841208944,8.786782891652017
16:10931042:+,0.001,0.001,0.001
16:10931068:+,0.001,0.001,0.001
16:10931069:+,0.001,0.001,0.001
16:10931085:+,0.001,0.001,0.001
16:10931104:+,0.001,0.001,0.001
16:10931114:+,0.001,0.001,0.001
16:10931207:+,0.001,0.001,0.001
16:10931213:+,0.001,0.001,0.001
16:10931217:+,0.001,0.001,0.001
16:10931231:+,0.001,0.001,0.001
16:10931236:+,0.001,0.001,0.001
16:10931257:+,0.001,0.001,0.001
16:10931609:+,0.001,0.001,0.001
16:10931633:+,0.001,0.001,0.001
16:10931691:+,0.001,0.001,0.001
16:10931699:+,0.001,0.001,0.001
16:10931735:+,0.001,0.001,0.001
16:10931759:+,0.001,0.001,0.001
16:10931768:+,0.001,0.001,0.001
16:10931779:+,0.001,0.001,0.001
16:10931796:+,0.001,0.001,0.001
16:10931799:+,0.001,0.001,0.001
16:10931822:+,0.001,0.001,0.001
16:10931865:+,0.001,0.001,0.001
16:10932756:+,0.001,0.001,0.001
16:10932790:+,0.001,0.001,0.001
16:10932804:+,0.001,0.001,0.001
16:10932816:+,0.001,0.001,0.001
16:10932871:+,0.001,0.001,0.001
16:10932885:+,0.001,0.001,0.001
16:10936195:+,0.001,0.001,0.001
16:12660855:-,1171.863375169872,338.5947668600959,7.25037121478734
16:12660894:-,1171.863375169872,338.5947668600959,7.25037121478734
16:12660924:-,1171.863375169872,338.5947668600959,7.25037121478734
16:12661027:-,1171.863375169872,338.5947668600959,7.25037121478734
16:12661105:-,1171.863375169872,338.5947668600959,7.25037121478734
16:21640034:-,392.0050434020933,107.6531716924809,0.848586218735767
16:21640137:-,392.0050434020933,107.6531716924809,0.848586218735767
16:21640166:-,392.0050434020933,107.6531716924809,0.848586218735767
16:21640183:-,392.0050434020933,107.6531716924809,0.848586218735767
16:21640210:-,392.0050434020933,107.6531716924809,0.848586218735767
16:21640237:-,392.0050434020933,107.6531716924809,0.848586218735767
16:21640484:-,392.0050434020933,107.6531716924809,0.848586218735767
16:21640666:-,392.0050434020933,107.6531716924809,0.848586218735767
16:21640719:-,392.0050434020933,107.6531716924809,0.848586218735767
16:21640720:-,392.0050434020933,107.6531716924809,0.848586218735767
16:21640733:-,392.0050434020933,107.6531716924809,0.848586218735767
16:21640740:-,392.0050434020933,107.6531716924809,0.848586218735767
16:21640764:-,392.0050434020933,107.6531716924809,0.848586218735767
16:21641222:-,392.0050434020933,107.6531716924809,0.848586218735767
16:23463780:-,1.9105236763676552,105.95399073575608,137.13880434787208
16:23463960:-,1.9105236763676552,105.95399073575608,137.13880434787208
16:23465152:-,1.9105236763676552,105.95399073575608,137.13880434787208
16:23465256:-,1.9105236763676552,105.95399073575608,137.13880434787208
16:27450664:+,0.1191022476483424,3.094984481094808,53.18302337506185
16:29665078:+,5.571424053313407,126.84262184472868,120.15197867136108
16:29667654:+,5.571424053313407,126.84262184472868,120.15197867136108
16:29667730:+,5.571424053313407,126.84262184472868,120.15197867136108
16:29668040:+,5.571424053313407,126.84262184472868,120.15197867136108
16:29668110:+,5.571424053313407,126.84262184472868,120.15197867136108
16:29668200:+,5.571424053313407,126.84262184472868,120.15197867136108
16:29668228:+,5.571424053313407,126.84262184472868,120.15197867136108
16:29668306:+,5.571424053313407,126.84262184472868,120.15197867136108
16:29668480:+,5.571424053313407,126.84262184472868,120.15197867136108
16:29668509:+,5.571424053313407,126.84262184472868,120.15197867136108
16:29668636:+,5.571424053313407,126.84262184472868,120.15197867136108
16:29668699:+,5.571424053313407,126.84262184472868,120.15197867136108
16:29668712:+,5.571424053313407,126.84262184472868,120.15197867136108
16:29668883:+,5.571424053313407,126.84262184472868,120.15197867136108
16:29668892:+,5.571424053313407,126.84262184472868,120.15197867136108
16:29668965:+,5.571424053313407,126.84262184472868,120.15197867136108
16:29669100:+,5.571424053313407,126.84262184472868,120.15197867136108
16:29669600:+,5.571424053313407,126.84262184472868,120.15197867136108
16:29669949:+,5.571424053313407,126.84262184472868,120.15197867136108
16:29669981:+,5.571424053313407,126.84262184472868,120.15197867136108
16:29670009:+,5.571424053313407,126.84262184472868,120.15197867136108
16:29670049:+,5.571424053313407,126.84262184472868,120.15197867136108
16:29670138:+,5.571424053313407,126.84262184472868,120.15197867136108
16:29670200:+,5.571424053313407,126.84262184472868,120.15197867136108
16:29670367:+,5.571424053313407,126.84262184472868,120.15197867136108
16:29670438:+,5.571424053313407,126.84262184472868,120.15197867136108
16:3242105:-,543.4978404549947,137.70692376155392,0.2421770600013772
16:3242117:-,543.4978404549947,137.70692376155392,0.2421770600013772
16:3242132:-,543.4978404549947,137.70692376155392,0.2421770600013772
16:3242199:-,543.4978404549947,137.70692376155392,0.2421770600013772
16:3242489:-,543.4978404549947,137.70692376155392,0.2421770600013772
16:48352383:+,14.474738111304442,61.602818386497965,149.76987320826976
16:48352442:+,14.474738111304442,61.602818386497965,149.76987320826976
16:48352443:+,14.474738111304442,61.602818386497965,149.76987320826976
16:48352578:+,14.474738111304442,61.602818386497965,149.76987320826976
16:48353398:+,14.474738111304442,61.602818386497965,149.76987320826976
16:48354482:+,14.474738111304442,61.602818386497965,149.76987320826976
16:50105571:+,3.448837330068754,49.44093888757367,31.50106639262087
16:50673292:-,94.56575560004588,62.249516506092846,80.4872858273111
16:57683958:+,606.3722466047523,0.7206222850307605,0.1414071591619036
16:67546369:+,112.99916039845095,149.6916050750192,40.35668179805813
16:69702643:+,159.27121322729727,39.18798213118998,81.4447744193429
16:70379917:-,221.71696566262597,65.68395903861946,51.54379006428289
16:75445495:-,17.38026334034523,34.15268688012061,45.15919972155383
16:75445992:-,17.38026334034523,34.15268688012061,45.15919972155383
16:75446008:-,17.38026334034523,34.15268688012061,45.15919972155383
16:75446074:-,17.38026334034523,34.15268688012061,45.15919972155383
16:89563497:+,28.585407310568076,847.6710567241506,3440.4541971810186
16:89563617:+,28.585407310568076,847.6710567241506,3440.4541971810186
17:1005526:-,214.9011596623097,224.6616119823136,135.78808943145282
17:1572942:-,567.5859128747412,382.5466744963882,5.53107189263137
17:1573050:-,567.5859128747412,382.5466744963882,5.53107189263137
17:1573080:-,567.5859128747412,382.5466744963882,5.53107189263137
17:17186597:+,25.382440661465694,100.39349909250348,443.2069971356999
17:17186611:+,25.382440661465694,100.39349909250348,443.2069971356999
17:17186660:+,25.382440661465694,100.39349909250348,443.2069971356999
17:29551047:+,134.16346685533358,111.8386997936675,158.6851178130375
17:3035658:+,178.3836899706667,156.99201169714158,101.26097800385836
17:30958767:+,1.7712359909714783,84.21763603686027,0.0145393063750554
17:31534384:+,162.23677781380175,61.55428292141504,114.12263977447807
17:31534509:+,162.23677781380175,61.55428292141504,114.12263977447807
17:35010639:-,77.30550082408196,23.93133597280009,58.09897655639537
17:35010995:-,77.30550082408196,23.93133597280009,58.09897655639537
17:35271156:+,7.876402066576021,22.999434080022297,317.2820367737972
17:35439591:-,3.1023941373086066,1.4032720683469446,52.69495479608753
17:35468033:-,0.9453414884590052,2.1357178894327395,268.45022690088723
17:35468168:-,0.9453414884590052,2.1357178894327395,268.45022690088723
17:35468774:-,0.9453414884590052,2.1357178894327395,268.45022690088723
17:35468784:-,0.9453414884590052,2.1357178894327395,268.45022690088723
17:35468795:-,0.9453414884590052,2.1357178894327395,268.45022690088723
17:35468880:-,0.9453414884590052,2.1357178894327395,268.45022690088723
17:35468891:-,0.9453414884590052,2.1357178894327395,268.45022690088723
17:35468903:-,0.9453414884590052,2.1357178894327395,268.45022690088723
17:35468906:-,0.9453414884590052,2.1357178894327395,268.45022690088723
17:35473996:-,0.9453414884590052,2.1357178894327395,268.45022690088723
17:35474731:-,0.9453414884590052,2.1357178894327395,268.45022690088723
17:35474922:-,0.9453414884590052,2.1357178894327395,268.45022690088723
17:37515695:-,53.754462579935705,35.175613866910844,214.6435125153764
17:38919642:+,746.4524163215412,371.3747420782182,168.08166447069704
17:3897601:-,87.83068857429909,111.91258832329558,0.1095900598505401
17:39759158:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39759180:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39759293:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39759298:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39759353:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39759377:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39759379:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39760207:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39760536:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39760560:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39760595:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39760596:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39760920:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39760965:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39761010:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39761057:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39761068:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39761076:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39761469:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39761473:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39761481:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39761495:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39761516:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39761549:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39761885:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39761941:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39761977:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39762027:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39762629:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39763882:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39763950:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39763964:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39763990:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39764007:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39764206:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39764280:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39764368:-,0.2503519863771278,0.2373977110979031,200.6604489192403
17:39764402:-,0.2503519863771278,0.2373977110979031,200.6604489192403
