,Bcells,DCs,Monocytes,NK,Neutrophils,Tcells
22:17113458:+,0.0009267025146297771,0.003980585079810864,0.0011328897709506343,0.0011451836594558304,0.002205360817455684,0.0012750232580626812
22:24573660:+,0.003306300956325194,0.001367980088285319,0.0012103899101995256,0.001854850474996568,0.0007535335749336283,0.0017897958877485976
22:39018766:+,0.0010972946362484697,0.0017775030873344133,0.003220540374374208,0.0008912799377613593,0.0007535335749336283,0.0019574576854413605
22:39018906:+,0.0024281806659946564,0.002180532233547984,0.001363499499596022,0.0027369604053921756,0.0007535335749336283,0.003093223992498669
22:39019866:+,0.0016786551133691876,0.003146625383577476,0.0026295142790283077,0.001126729894093,0.0007535335749336283,0.0035179225379407793
22:39020075:+,0.0007562970425147284,0.0023845129848537915,0.0010470598784360434,0.0013509750830663315,0.0007535335749336283,0.0033681160540224592
22:39032721:+,0.0012061820321653013,0.001907702884813814,0.001018300481556076,0.0029386982756476076,0.0007535335749336283,0.0014426774453578715
22:39032848:+,0.0022021800753542395,0.0008218316992605397,0.001018300481556076,0.004647056688175178,0.0007535335749336283,0.0036817342370560327
2:201164009:+,0.0007153038902199024,0.0008218316992605397,0.0005092384674224847,0.0005742170971494167,0.00040942967137643285,0.0012750232580626812
2:201164143:+,0.0011164946275898984,0.0007685449037253272,0.0013896118495580981,0.0011786849470843456,0.0014052116513448086,0.0011356026088959526
2:201219194:+,0.0030730818899846004,0.002095577046873554,0.0053986910300421725,0.0015998301649627782,0.0007535335749336283,0.003119730130432873
2:201286638:+,0.0019948390910374076,0.0015719890969240063,0.0011431567158925828,0.002525076368325654,0.0012246889652087233,0.0016608722981798494
2:201287382:+,0.003268564273735317,0.001615066833676627,0.0023961520744887515,0.0012496809816952728,0.0018008078878138727,0.004245461210930524
3:10151790:+,0.0006872345460752119,0.0008284968643485223,0.0007192456189998955,0.0006740044210018448,0.00047847563134329266,0.0008139745908028899
3:10152309:+,0.0007583280135235534,0.0008903497620864347,0.001246906509375952,0.001802627807534653,0.00988754519040368,0.0012717105100059087
3:10152592:+,0.0050285450354675834,0.0008218316992605397,0.0011732208378534333,0.002493641967480838,0.0007535335749336283,0.0007997258202633892
3:10152688:+,0.0013534638062104665,0.0037941252170558895,0.0018638094449293901,0.004915633413746928,0.0008789284364401291,0.00296986339179913
3:10152870:+,0.0020919857805491346,0.0009217869292664399,0.0016285745359445184,0.0035163576866456803,0.0007535335749336283,0.0016567772876019985
3:10152908:+,0.0006740881468815844,0.0005704175447585006,0.0008522734966866799,0.0008527743143862054,0.0007535335749336283,0.0009635147154510936
3:10153156:+,0.0006451808056565746,0.0006658773383579923,0.0007593773374885927,0.0008238675473165147,0.00041697576645853687,0.001311604936407462
3:10153205:+,0.0007993580651539535,0.0012849229667515573,0.0009079317465450053,0.0008756709325718746,0.0007535335749336283,0.0015304591255259356
3:156541617:-,0.0009314078401551256,0.002696859323474527,0.002073609306870015,0.004625248219345799,0.0007535335749336283,0.0012750232580626812
4:2839693:+,0.0009267025146297771,0.0005712965060968856,0.00165311223133554,0.0010236698016595012,0.0003811803175847437,0.0012750232580626812
4:2839824:+,0.0009267025146297771,0.0013426350026002514,0.0008665891573694594,0.0013123814602148834,0.001229048381371689,0.0012750232580626812
6:42889292:+,0.007609654116352556,0.0021338191172409924,0.0016381256118522221,0.002659707313262669,0.0007535335749336283,0.0012145858825145022
7:17345193:+,0.0009267025146297771,0.0009643483377685155,0.0014268094366364117,0.0011451836594558304,0.0007535335749336283,0.0012750232580626812
7:17345207:+,0.0009267025146297771,0.0009970001438277887,0.002123589643335159,0.0011451836594558304,0.0007535335749336283,0.0012750232580626812
7:17345257:+,0.0009267025146297771,0.0020858195963768663,0.0006359671227886402,0.0011451836594558304,0.0007535335749336283,0.0012750232580626812
7:44801919:+,0.0009167954564221071,0.0012927654264776715,0.0025556355015490125,0.001211265385528867,0.0007535335749336283,0.0018213439926260875
7:44802499:+,0.002411681891692761,0.000721693413269162,0.004765373680750754,0.0011433470948096123,0.0007535335749336283,0.0013931858075540743
8:11842853:-,0.0009267025146297771,0.001043203115520757,0.0006994916801283083,0.0011451836594558304,0.0007535335749336283,0.005954351906809117
8:11842909:-,0.0009267025146297771,0.001796940687555434,0.0032312528714548436,0.0011451836594558304,0.0007535335749336283,0.0012750232580626812
8:11843166:-,0.0009267025146297771,0.0028407853281247272,0.001801839936116922,0.0011451836594558304,0.0007535335749336283,0.0012750232580626812
8:11843919:-,0.0009267025146297771,0.001989877240607612,0.0007129528107049034,0.0011451836594558304,0.0007535335749336283,0.004903920733853816
8:11843931:-,0.0028831663286188786,0.0006655504057865556,0.0014851736815632945,0.00751703627417236,0.0007535335749336283,0.0012207398526338194
8:11843948:-,0.01380292582726804,0.0012894575489084239,0.0009307291736908178,0.0011451836594558304,0.0007535335749336283,0.005089987063649631
8:11843999:-,0.0009267025146297771,0.00055595911863458,0.0005863323560004728,0.0011451836594558304,0.0007535335749336283,0.0012750232580626812
8:30678633:-,0.0009267025146297771,0.0018783797221060615,0.0010637857149647322,0.0014403410567143467,0.004142634896793698,0.004172938948242444
8:38971825:+,0.0007373855824561436,0.0008658520224254894,0.002343482346401353,0.000868609378063634,0.0010900294961636644,0.001191943173160903
8:38972234:+,0.0009168951328239522,0.000879167952047588,0.0015423135060841603,0.0008500023196917018,0.0007535335749336283,0.0013035032946581264
8:38972255:+,0.0007235317293474445,0.0006085290168864484,0.0006749949666690366,0.0012158939149734737,0.001617425822232812,0.0007807988684184347
9:134906167:-,0.0009267025146297771,0.00043542352273934155,0.000590899411082738,0.0011451836594558304,0.0007535335749336283,0.0012750232580626812
X:15782971:+,0.0009267025146297771,0.0008218316992605397,0.001018300481556076,0.0038890850760156127,0.0007535335749336283,0.002175381679012117
X:77828119:-,0.0009267025146297771,0.001331119249187675,0.001805828711130064,0.003670584802622352,0.0007535335749336283,0.000841593261684402
