,Bcells,DCs,Monocytes,NK,Neutrophils,Tcells
19:13773208:+,0.23259370015948963,0.2740645023253719,0.22408026755852845,0.22198289842252686,0.23334271946037913,0.21399222883597885
19:13773924:+,0.18898858855029962,0.17112066635502202,0.2032967032967033,0.1816059757236228,0.17112066635502202,0.11059139784946237
19:17553031:+,0.11335469781020724,0.11335469781020724,0.11335469781020724,0.11335469781020724,0.11335469781020724,0.11335469781020724
19:38868387:-,0.18941633495611396,0.18857642723064794,0.18941633495611396,0.0939582919234082,0.2857142857142857,0.18941633495611396
19:5909608:+,0.2063492063492063,0.2330316742081448,0.2403846153846154,0.17424997766461178,0.21766516368683292,0.2343103448275862
1:150731136:-,0.1590787912419791,0.20037103431525663,0.21200912481617312,0.20423669467787114,0.17210239819819484,0.3
1:150731221:-,0.12987326183870557,0.11825789835549713,0.09308576949189379,0.2403846153846154,0.0677647641228159,0.12987326183870557
1:150731275:-,0.15610968332742528,0.19127490040603534,0.18376213253618684,0.20653084323712503,0.17491461089471408,0.17269736842105263
1:150731310:-,0.09003875146335831,0.10155378456326333,0.09178362805256703,0.18611425761527184,0.13205344556202395,0.1203087734512969
1:150731936:-,0.10078701817193972,0.09641315142091032,0.1143802663611736,0.16227180527383367,0.08029830068941252,0.2111111111111111
1:150731999:-,0.13406677781677784,0.08826727258934629,0.09200269907332043,0.1736372167957846,0.11261873744493095,0.12011854074403203
1:150732136:-,0.0759889620183738,0.07268806838214023,0.07943980682883862,0.10018923726272078,0.08958777732417347,0.15789473684210525
1:150732159:-,0.0882075070478527,0.09174954268323368,0.0925234393820942,0.12631488640328917,0.14981404550239114,0.10972188420377216
1:150732177:-,0.08613784845827954,0.0829324757414217,0.07076863058226385,0.10513145317173656,0.08571883433769607,0.08613784845827954
1:150732771:-,0.09793275328788978,0.059190444465534,0.05799514387412673,0.10918449105181564,0.06287726640306569,0.09308780080282006
1:1663537:-,0.12396426290822843,0.16038587848932676,0.1541048171789451,0.15899614965593756,0.1939655172413793,0.1563239141257427
1:1664100:-,0.16590958722319513,0.2558922558922559,0.19998199722277313,0.1843952848505719,0.21323529411764708,0.1804775640301956
1:204555737:+,0.17169854562830866,0.2142214238498182,0.1762425074925075,0.27014791881664946,0.26515151515151514,0.1878666321601104
1:204556512:+,0.11971932181551055,0.1743543292456336,0.18861425313038216,0.16535612535612534,0.15,0.1327668845315904
1:204557531:+,0.21680945712096525,0.25451139976230375,0.24332653351195552,0.2438054675049779,0.17424242424242425,0.2643672529740641
1:89183643:-,0.23434343434343433,0.10401216373611441,0.12505570409982175,0.11250961621094298,0.14849651009243536,0.07087977034785545
1:89183695:-,0.2,0.1473972917486669,0.17407620060251638,0.1005452946094297,0.17077922077922075,0.17981770590466245
20:36892573:-,0.15635384369665747,0.1284944095195309,0.14940956783947812,0.14467506256995238,0.24287978078508926,0.11631039776923674
20:37519169:-,0.16446422447508313,0.10590237002241913,0.15666735788043804,0.1863116393710679,0.1574830547919874,0.17406968221092886
20:45079067:+,0.1599946434639013,0.1994083724484143,0.1628896897739653,0.18475530228332496,0.21729650067234368,0.15826486811688428
20:45079200:+,0.27977011089739,0.15993063332089089,0.19047024645401928,0.22670700206858146,0.20684050127173081,0.2065538975636485
21:33264782:+,0.19409937888198758,0.24054479037877935,0.21705029838022166,0.21048652303940626,0.193807663619929,0.15106886840757808
22:17110376:+,0.08511832294203789,0.070004245004245,0.08792837903789169,0.09791946025722116,0.07101144286821462,0.098728087542617
22:17113458:+,0.16472493787309275,0.21717171717171715,0.1048125296940422,0.16472493787309275,0.17691550462661168,0.16
22:24573660:+,0.15176767676767677,0.16137123745819398,0.12772727272727274,0.10832729304185161,0.13204535156265257,0.11103327781826768
22:39018766:+,0.10066736324043654,0.12958699726695316,0.13570450539094336,0.1178969085512827,0.12643469527350562,0.1483177019179123
22:39018906:+,0.14939084077214482,0.16773958695088903,0.13978720722623159,0.1635793922067883,0.15931324812315106,0.17606921345970158
22:39019866:+,0.15687993927947907,0.23212657969221484,0.2072123000609718,0.21359247264775752,0.2074250656812449,0.22731403672580142
22:39020075:+,0.08814613853131263,0.21678872296784002,0.2528389615618636,0.17122214425381177,0.17842335608712825,0.16312081312081314
22:39032721:+,0.16667595856094747,0.2757352941176471,0.22714452191963014,0.21795254928564026,0.22714452191963014,0.24821428571428572
22:39032848:+,0.14236489040060468,0.2074719580484257,0.2074719580484257,0.22137042818911684,0.2074719580484257,0.2586805555555556
2:201164009:+,0.12698412698412698,0.07017543859649122,0.0597029702970297,0.05532891381947986,0.06309219431493458,0.07505672880241246
2:201164143:+,0.15589531241705154,0.14983606081030945,0.12188887185481036,0.13353241501285076,0.11524790235887099,0.16740530816432145
2:201219194:+,0.17782650029708855,0.14549829575234555,0.20721029063631957,0.15912686290529285,0.17542727150720855,0.1874744079449962
2:201286638:+,0.14353978327341257,0.11436912829317893,0.13207742665007174,0.15433325750484395,0.26060853995136246,0.1378761782136066
2:201287382:+,0.17310780784432062,0.15680325591878022,0.1654685362048045,0.20052482653655845,0.25065150162024363,0.23780326273705527
3:10151790:+,0.0785787521824973,0.1058982683982684,0.0958980400910628,0.08015074949340442,0.16097228365030222,0.11420810848737675
3:10152309:+,0.0918293271841659,0.13800833458962278,0.12879249147183852,0.11996280463772724,0.25541795665634676,0.10882418993250054
3:10152592:+,0.1611946386946387,0.12903225806451613,0.14089912280701755,0.17631936154829994,0.159762885746704,0.1913690476190476
3:10152688:+,0.21118750708233502,0.21673141984066355,0.20809540832226858,0.22661188463239545,0.21288515406162464,0.1929427635195178
3:10152870:+,0.16734319586981766,0.20114576599870718,0.14608725931901553,0.20717378142323925,0.36363636363636365,0.16563914835804236
3:10152908:+,0.10223561611926392,0.14605514605514605,0.11058447610171747,0.09720189716607198,0.23076923076923078,0.09305555555555556
3:10153156:+,0.08663067152871827,0.11731601731601732,0.0935772326265284,0.0881300054247335,0.13915631469979298,0.09661874724196096
3:10153205:+,0.08749483120265918,0.14827043293467973,0.1218502417483982,0.12017502162682661,0.16666666666666666,0.11075454767925605
3:156541617:-,0.2091346153846154,0.1297269740889692,0.1641469721096694,0.16710875331564987,0.20545203440835222,0.35714285714285715
4:2839693:+,0.13461411790205047,0.11010514222920925,0.11979294050620215,0.1636004056795132,0.1449579831932773,0.13461411790205047
4:2839824:+,0.1294805743701159,0.10389084600419034,0.10875436988340215,0.12094907407407407,0.184328007518797,0.1294805743701159
6:42889292:+,0.24030860443903923,0.2750222816399287,0.2972535053362121,0.2748563031171727,0.2587622934958425,0.2063707729468599
7:17345193:+,0.11582453030105565,0.12165663200145957,0.10999242860065173,0.11582453030105565,0.11582453030105565,0.11582453030105565
7:17345207:+,0.18037984608654486,0.15921734444306265,0.13192219381657194,0.18037984608654486,0.18037984608654486,0.25
7:17345257:+,0.14699323886671462,0.1805504807235325,0.11343599700989673,0.14699323886671462,0.14699323886671462,0.14699323886671462
7:44801919:+,0.14968841114695514,0.17036774559460585,0.14523809523809522,0.11756414317389927,0.146555081426839,0.14991701198063964
7:44802499:+,0.14107311064840614,0.15480187135453252,0.24756419165697974,0.08453850485100485,0.1443591909173889,0.09381827607602128
8:11842853:-,0.2,0.11166863534719475,0.10720948347301275,0.1698236963717185,0.1698236963717185,0.26041666666666663
8:11842909:-,0.1714895283142816,0.12844556884964903,0.1688485767961414,0.23076923076923078,0.1714895283142816,0.15789473684210525
8:11843166:-,0.24803809932507248,0.23828880332620853,0.2201112089347232,0.24803809932507248,0.24803809932507248,0.2857142857142857
8:11843919:-,0.16557400212868595,0.13739810195643204,0.11787648421430874,0.25,0.16557400212868595,0.157021422344003
8:11843931:-,0.19883040935672516,0.17247530480187162,0.13873565930078677,0.25,0.18473443311249443,0.16363079210308848
8:11843948:-,0.2733918128654971,0.21815872202278352,0.25478123439848094,0.2727272727272727,0.2442879988789973,0.20238095238095238
8:11843999:-,0.2,0.08594757051756872,0.07379365360083884,0.1375543536486495,0.1375543536486495,0.19047619047619047
8:30678633:-,0.07317073170731707,0.163294895564143,0.115096430115336,0.1054635461363998,0.24356148165463268,0.14054054054054055
8:38971825:+,0.12074545336624462,0.1231810400928048,0.12957875457875456,0.09902964186509576,0.17194883080742182,0.12932263814616754
8:38972234:+,0.1333406576259642,0.1087577686023226,0.11785714285714285,0.08317986680893079,0.14814814814814814,0.13168551878229298
8:38972255:+,0.07783419601656641,0.1066502683553801,0.11056973503782015,0.11229094952499208,0.17781696989646298,0.15997241808600834
9:134906167:-,0.07485802596096713,0.08372183372183373,0.06599421820010055,0.07485802596096713,0.07485802596096713,0.07485802596096713
X:15782971:+,0.17157704724118386,0.17157704724118386,0.17157704724118386,0.21570311409021087,0.17157704724118386,0.12745098039215685
X:77828119:-,0.16210373036480663,0.1644037356321839,0.1634514949732341,0.15627397656809425,0.16210373036480663,0.16428571428571428
