,Bcells,DCs,Monocytes,NK,Neutrophils,Tcells
3:10152908:+,198.01615726137314,100.82254121906439,134.5123917048036,178.2569980158578,51.24010899285257,137.5799941594284
3:10153156:+,198.01615726137314,100.82254121906439,134.5123917048036,178.2569980158578,51.24010899285257,137.5799941594284
3:10153205:+,198.01615726137314,100.82254121906439,134.5123917048036,178.2569980158578,51.24010899285257,137.5799941594284
3:156541617:-,64.75077172345489,113.33949247250769,106.32886873018163,62.585139685778984,11.55298382706006,61.07971523438699
4:2839693:+,253.24335830526172,1410.2869905500163,749.7780551134455,585.1556041438935,775.8503198383842,146.05208216209002
4:2839824:+,253.24335830526172,1410.2869905500163,749.7780551134455,585.1556041438935,775.8503198383842,146.05208216209002
6:42889292:+,77.09182892538311,57.69739336976972,62.96743760359419,77.96901379406579,3.8835093672699292,81.90191847918553
7:17345193:+,6.517273682358194,53.965093041576786,119.37803699903453,10.389078002224249,0.8011266156280605,19.238395403622977
7:17345207:+,6.517273682358194,53.965093041576786,119.37803699903453,10.389078002224249,0.8011266156280605,19.238395403622977
7:17345257:+,6.517273682358194,53.965093041576786,119.37803699903453,10.389078002224249,0.8011266156280605,19.238395403622977
7:44801919:+,332.9277515642676,250.05006499119702,175.6390382048502,288.6766832305642,7.763819965595976,274.6014071574973
7:44802499:+,332.9277515642676,250.05006499119702,175.6390382048502,288.6766832305642,7.763819965595976,274.6014071574973
8:11842853:-,102.12186413937943,540.4593797604517,1040.764894565311,70.6790858082067,70.49660006140255,143.923533203876
8:11842909:-,102.12186413937943,540.4593797604517,1040.764894565311,70.6790858082067,70.49660006140255,143.923533203876
8:11843166:-,102.12186413937943,540.4593797604517,1040.764894565311,70.6790858082067,70.49660006140255,143.923533203876
8:11843919:-,102.12186413937943,540.4593797604517,1040.764894565311,70.6790858082067,70.49660006140255,143.923533203876
8:11843931:-,102.12186413937943,540.4593797604517,1040.764894565311,70.6790858082067,70.49660006140255,143.923533203876
8:11843948:-,102.12186413937943,540.4593797604517,1040.764894565311,70.6790858082067,70.49660006140255,143.923533203876
8:11843999:-,102.12186413937943,540.4593797604517,1040.764894565311,70.6790858082067,70.49660006140255,143.923533203876
8:30678633:-,41.47227008362458,84.3665217253087,93.6028054669279,94.0103745301256,54.351178514488765,45.76370752940943
8:38971825:+,481.9092667455606,145.24080702384612,110.67859750831163,191.13912607506245,132.42091032604407,97.98684101717774
8:38972234:+,481.9092667455606,145.24080702384612,110.67859750831163,191.13912607506245,132.42091032604407,97.98684101717774
8:38972255:+,481.9092667455606,145.24080702384612,110.67859750831163,191.13912607506245,132.42091032604407,97.98684101717774
9:134906167:-,1.2957258352618024,1874.1319602913168,6679.069440116566,105.94937589078096,162.44376061701013,2.4626496933080455
X:15782971:+,26.497123229130686,24.400733488440714,24.66400687180458,69.33570614600615,1.5541648856094812,66.3781833741954
X:77828119:-,47.49247845275168,75.85503233813766,65.64714739041284,96.6470533618194,20.51012464650509,62.52770454928596
