,SRR1550981,SRR1551053,SRR1551060,SRR1551074
12:10315861:+,0.0,0.0,0.0,0.0
12:10315862:+,0.0,0.0,0.0,0.0
12:10315884:+,0.0,0.0,0.0,0.0
12:10316458:+,0.0,0.0,0.0,0.0
12:10316476:+,0.0,0.0,0.0,0.0
12:10316495:+,0.0,0.0,0.2727272727272727,0.0
12:10316549:+,0.0,0.0,0.0,0.0
12:10316588:+,0.0,0.0,0.26666666666666666,0.0
12:10316637:+,0.0,0.0,0.0,0.0
12:10316663:+,0.0,0.0,0.0,0.0
12:10316676:+,0.0,0.0,0.0,0.0
12:10318784:+,0.0,0.0,0.0,0.0
12:108591202:-,0.0,0.0,0.0,0.0
12:112971005:+,0.0,0.0,0.0,0.0
12:113390110:+,0.0,0.0,0.0,0.0
12:113390120:+,0.0,0.0,0.0,0.0
12:113391119:+,0.0,0.0,0.0,0.0
12:120093527:+,0.0,0.0,0.0,0.0
12:120461139:+,0.0,0.0,0.0,0.0
12:122769109:+,0.0,0.0,0.0,0.0
12:122769131:+,0.0,0.0,0.0,0.0
12:122981653:+,0.0,0.0,0.0,0.0
12:123661824:+,0.0,0.0,0.0,0.0
12:124911941:-,0.0,0.0,0.0,0.0
12:131922591:+,0.0,0.0,0.0,0.0
12:132721369:+,0.0,0.0,0.0,0.0
12:132721508:+,0.0,0.0,0.0,0.0
12:132721836:+,0.0,0.6363636363636364,0.0,0.36363636363636365
12:132769999:-,0.0,0.0,0.0,0.0
12:2825793:+,0.0,0.0,0.0,0.0
12:43787631:+,0.0,0.0,0.0,0.0
12:43787801:+,0.0,0.0,0.0,0.0
12:48342785:-,0.0,0.0,0.0,0.0
12:48342826:-,0.0,0.0,0.0,0.0
12:48937441:-,0.0,0.0,0.0,0.0
12:48938460:-,0.0,0.0,0.0,0.0
12:49763964:+,0.0,0.0,0.0,0.0
12:49763989:+,0.0,0.0,0.0,0.0
12:50930379:+,0.0,0.0,0.0,0.0
12:50930408:+,0.0,0.0,0.0,0.0
12:50930474:+,0.0,0.0,0.0,0.0
12:50930529:+,0.19047619047619047,0.0,0.0,0.0
12:50930539:+,0.0,0.0,0.0,0.0
12:50930652:+,0.0,0.11428571428571428,0.0,0.17391304347826086
12:50930712:+,0.17391304347826086,0.0,0.0,0.0
12:50930722:+,0.17857142857142858,0.14285714285714285,0.0,0.0
12:50930855:+,0.23529411764705882,0.1935483870967742,0.25,0.3181818181818182
12:50931454:+,0.0,0.0,0.0,0.0
12:50931522:+,0.0,0.0,0.0,0.0
12:50931589:+,0.0,0.0,0.0,0.0
12:50931606:+,0.0,0.14285714285714285,0.0,0.14285714285714285
12:50931635:+,0.0,0.0,0.0,0.0
12:50931656:+,0.0,0.0,0.0,0.0
12:68843232:+,0.0,0.0,0.0,0.0
12:68843262:+,0.1875,0.0,0.25,0.0
12:68843275:+,0.0,0.0,0.10714285714285714,0.0
12:68843292:+,0.0,0.0,0.0,0.0
12:68843296:+,0.0,0.0,0.0,0.0
12:68843753:+,0.2571428571428571,0.0,0.16666666666666666,0.0
12:68843777:+,0.19230769230769232,0.0,0.0,0.1875
12:68843947:+,0.0,0.0,0.0,0.0
12:7094837:-,0.0,0.0,0.0,0.0
12:71702798:+,0.0,0.0,0.0,0.0
12:98548842:+,0.0,0.2,0.14285714285714285,0.19230769230769232
12:98548864:+,0.0,0.0,0.0,0.10714285714285714
12:98549026:+,0.0,0.0,0.0,0.0
12:98549061:+,0.0,0.0,0.0,0.0
12:98549106:+,0.0,0.0,0.8,0.0
12:98549232:+,0.0,0.0,0.12,0.0
12:98549317:+,0.36363636363636365,0.0,0.21052631578947367,0.15
12:98549324:+,0.21052631578947367,0.13043478260869565,0.0,0.0
12:98549370:+,0.0,0.0,0.0,0.0
12:98549422:+,0.10714285714285714,0.0,0.0,0.0
12:98733532:+,0.0,0.0,0.0,0.0
12:98733667:+,0.0,0.0,0.0,0.0
12:98733685:+,0.0,0.0,0.0,0.0
12:98733695:+,0.0,0.13333333333333333,0.25925925925925924,0.0
12:98734992:+,0.06666666666666667,0.0,0.08163265306122448,0.0
12:98734997:+,0.0,0.0,0.0,0.0
12:98735013:+,0.25301204819277107,0.26666666666666666,0.18518518518518517,0.13114754098360656
13:19672218:+,0.21428571428571427,0.14814814814814814,0.0,0.0
13:19672261:+,0.2857142857142857,0.0,0.35294117647058826,0.26666666666666666
13:19672882:+,0.23529411764705882,0.1875,0.18518518518518517,0.20833333333333334
13:19672883:+,0.08571428571428572,0.0,0.19230769230769232,0.25
13:19672934:+,0.2857142857142857,0.12121212121212122,0.1935483870967742,0.13043478260869565
13:21374316:-,0.0,0.0,0.0,0.0
13:21374320:-,0.0,0.0,0.0,0.0
13:21374436:-,0.0,0.0,0.0,0.0
13:21374437:-,0.0,0.0,0.3333333333333333,0.21052631578947367
13:21374484:-,0.0,0.0,0.0,0.0
13:21374507:-,0.0,0.0,0.0,0.0
13:21374515:-,0.0,0.0,0.0,0.0
13:21374876:-,0.0,0.0,0.0,0.0
13:21374915:-,0.0,0.0,0.21052631578947367,0.0
13:21374953:-,0.0,0.0,0.0,0.0
13:21375011:-,0.0,0.0,0.0,0.0
13:21375051:-,0.0,0.0,0.0,0.0
13:21375057:-,0.0,0.0,0.0,0.0
13:21375071:-,0.0,0.0,0.0,0.0
13:95793723:+,0.0,0.0,0.0,0.0
14:105049499:-,0.0,0.0,0.0,0.0
14:105049512:-,0.0,0.0,0.0,0.0
14:105049679:-,0.0,0.25,0.0,0.0
14:105049696:-,0.0,0.0,0.0,0.0
14:20366227:-,0.0,0.0,0.0,0.0
14:20366228:-,0.0,0.0,0.0,0.0
14:20366332:-,0.29411764705882354,0.15384615384615385,0.0,0.23076923076923078
14:20366333:-,0.0,0.0,0.15789473684210525,0.0
14:20366932:-,0.125,0.0,0.13043478260869565,0.0
14:20366936:-,0.0,0.0,0.0,0.0
14:20366961:-,0.0,0.0,0.15,0.11538461538461539
14:20366979:-,0.0,0.0,0.0,0.0
14:20367026:-,0.0,0.0,0.0,0.0
14:20367030:-,0.0,0.0,0.0,0.0
14:20367118:-,0.0,0.0,0.0,0.25
14:23296548:-,0.0,0.0,0.0,0.0
14:52642958:-,0.0,0.0,0.0,0.0
14:52642959:-,0.0,0.0,0.0,0.0
14:52643091:-,0.0,0.0,0.0,0.0
14:52643106:-,0.0,0.0,0.0,0.0
14:58372551:+,0.0,0.0,0.0,0.0
14:64483589:-,0.0,0.0,0.0,0.0
14:64484498:-,0.0,0.0,0.0,0.0
14:74735608:+,0.0,0.0,0.0,0.0
14:74736152:+,0.0,0.0,0.0,0.0
14:76205038:+,0.0,0.0,0.0,0.0
14:89160383:-,0.0,0.0,0.0,0.0
14:89160386:-,0.0,0.0,0.0,0.0
14:95185096:-,0.0,0.0,0.0,0.0
14:95186642:-,0.0,0.0,0.0,0.0
14:95415466:-,0.0,0.0,0.0,0.0
15:34231141:-,0.12903225806451613,0.0,0.0,0.0
15:34231314:-,0.16,0.14285714285714285,0.12,0.0
15:34231354:-,0.14285714285714285,0.0,0.16129032258064516,0.0
15:34231360:-,0.0,0.0,0.0,0.0
15:34231407:-,0.0,0.0,0.0,0.0
15:34231474:-,0.0,0.0,0.0,0.0
15:34231649:-,0.2,0.23529411764705882,0.0,0.0
15:34231665:-,0.10256410256410256,0.13636363636363635,0.18421052631578946,0.0
15:34231694:-,0.0,0.0,0.0,0.0
15:34231727:-,0.0,0.0,0.0,0.0
15:34231753:-,0.3333333333333333,0.38461538461538464,0.21052631578947367,0.0
15:34231975:-,0.0,0.0,0.0,0.14285714285714285
15:34232287:-,0.0,0.0,0.0,0.0
15:34232343:-,0.11764705882352941,0.0,0.0,0.06521739130434782
15:34232454:-,0.0,0.0,0.13333333333333333,0.0
15:34232506:-,0.0,0.0,0.09302325581395349,0.0
15:41900146:-,0.0,0.0,0.0,0.0
15:42531589:+,0.075,0.07142857142857142,0.05063291139240506,0.05263157894736842
15:42532147:+,0.0,0.0,0.0,0.0
15:42532296:+,0.0,0.0,0.0,0.0
15:43794609:+,0.0,0.0,0.0,0.0
15:45482003:-,0.0,0.0,0.0,0.0
15:49126658:-,0.0,0.0,0.0,0.0
15:49126926:-,0.0,0.0,0.0,0.0
15:58184800:+,0.0,0.0,0.0,0.0
15:64154841:+,0.0,0.0,0.0,0.0
15:64154928:+,0.0,0.0,0.0,0.0
15:64154936:+,0.0,0.0,0.0,0.0
15:64155080:+,0.0,0.0,0.0,0.0
15:64155171:+,0.0,0.0,0.0,0.0
15:64155184:+,0.0,0.0,0.0,0.0
15:64155196:+,0.0,0.0,0.0,0.0
15:64155224:+,0.0,0.0,0.0,0.0
15:64155236:+,0.0,0.0,0.0,0.0
15:64155268:+,0.0,0.0,0.0,0.0
15:64155432:+,0.0,0.0,0.0,0.0
15:64155441:+,0.0,0.0,0.0,0.0
15:84641813:-,0.0,0.0,0.0,0.0
15:84641973:-,0.0,0.0,0.0,0.0
15:84642182:-,0.0,0.0,0.0,0.0
15:84642201:-,0.0,0.0,0.0,0.0
15:84642217:-,0.0,0.0,0.0,0.0
15:89196030:+,0.0,0.0,0.0,0.0
15:89196098:+,0.0,0.0,0.125,0.21052631578947367
15:89196116:+,0.0,0.0,0.2,0.17647058823529413
15:93027251:+,0.0,0.0,0.0,0.0
16:10924260:+,0.0,0.0,0.0,0.0
16:10925418:+,0.0,0.0,0.0,0.0
16:10926740:+,0.0,0.0,0.0,0.0
16:10928388:+,0.0,0.0,0.0,0.0
16:10928417:+,0.0,0.0,0.0,0.0
16:10928470:+,0.0,0.0,0.0,0.0
16:10931042:+,0.0,0.0,0.0,0.0
16:10931068:+,0.0,0.0,0.0,0.0
16:10931069:+,0.0,0.0,0.0,0.0
16:10931085:+,0.0,0.0,0.0,0.0
16:10931104:+,0.0,0.0,0.0,0.0
16:10931114:+,0.0,0.0,0.0,0.0
16:10931207:+,0.0,0.0,0.0,0.0
16:10931213:+,0.0,0.0,0.0,0.0
16:10931217:+,0.0,0.0,0.0,0.0
16:10931231:+,0.0,0.2,0.0,0.0
16:10931236:+,0.0,0.0,0.0,0.0
16:10931257:+,0.0,0.0,0.0,0.0
16:10931609:+,0.0,0.0,0.0,0.0
16:10931633:+,0.0,0.17647058823529413,0.0,0.0
16:10931691:+,0.3333333333333333,0.0,0.3333333333333333,0.0
16:10931699:+,0.0,0.0,0.0,0.0
16:10931735:+,0.0,0.0,0.0,0.0
16:10931759:+,0.0,0.0,0.0,0.0
16:10931768:+,0.0,0.0,0.0,0.0
16:10931779:+,0.0,0.0,0.0,0.0
16:10931796:+,0.3,0.0,0.0,0.0
16:10931799:+,0.0,0.0,0.0,0.0
16:10931822:+,0.0,0.0,0.0,0.0
16:10931865:+,0.0,0.0,0.0,0.0
16:10932756:+,0.0,0.0,0.0,0.0
16:10932790:+,0.0,0.0,0.0,0.0
16:10932804:+,0.0,0.0,0.0,0.0
16:10932816:+,0.0,0.0,0.0,0.0
16:10932871:+,0.0,0.0,0.0,0.0
16:10932885:+,0.0,0.0,0.0,0.0
16:10936195:+,0.0,0.13636363636363635,0.0,0.0
16:12660855:-,0.24,0.0,0.0,0.0
16:12660894:-,0.12,0.0,0.0,0.0
16:12660924:-,0.0,0.0,0.0,0.0
16:12661027:-,0.0,0.0,0.0,0.17647058823529413
16:12661105:-,0.38461538461538464,0.0,0.25,0.0
16:21640034:-,0.16,0.0,0.0,0.1590909090909091
16:21640137:-,0.25,0.3157894736842105,0.21739130434782608,0.3617021276595745
16:21640166:-,0.0,0.0,0.0,0.09210526315789473
16:21640183:-,0.061946902654867256,0.13043478260869565,0.0,0.0
16:21640210:-,0.07777777777777778,0.0,0.0,0.07894736842105263
16:21640237:-,0.0,0.0,0.0,0.0
16:21640484:-,0.0,0.0,0.0,0.0
16:21640666:-,0.0,0.0,0.0,0.0
16:21640719:-,0.08333333333333333,0.0,0.0,0.0
16:21640720:-,0.0,0.0,0.0,0.0
16:21640733:-,0.0,0.0,0.0,0.0
16:21640740:-,0.06349206349206349,0.0,0.0,0.0
16:21640764:-,0.0,0.0,0.0,0.0
16:21641222:-,0.0,0.0,0.0,0.0
16:23463780:-,0.0,0.0,0.0,0.0
16:23463960:-,0.0,0.0,0.0,0.0
16:23465152:-,0.0,0.0,0.0,0.0
16:23465256:-,0.0,0.0,0.0,0.0
16:27450664:+,0.0,0.0,0.0,0.0
16:29665078:+,0.0,0.07407407407407407,0.0,0.0
16:29667654:+,0.0,0.07017543859649122,0.08823529411764706,0.0
16:29667730:+,0.0,0.0,0.06382978723404255,0.0
16:29668040:+,0.0,0.0,0.0,0.0
16:29668110:+,0.0,0.0,0.0,0.0
16:29668200:+,0.0,0.0,0.0,0.0
16:29668228:+,0.0,0.09523809523809523,0.0,0.0
16:29668306:+,0.0,0.12,0.2,0.0
16:29668480:+,0.0,0.0,0.0,0.0
16:29668509:+,0.0,0.29411764705882354,0.29411764705882354,0.0
16:29668636:+,0.0,0.0,0.0,0.0
16:29668699:+,0.0,0.0,0.0,0.0
16:29668712:+,0.0,0.17391304347826086,0.0,0.0
16:29668883:+,0.0,0.0,0.0,0.0
16:29668892:+,0.0,0.0,0.0,0.0
16:29668965:+,0.0,0.19444444444444445,0.14705882352941177,0.0
16:29669100:+,0.0,0.08333333333333333,0.1111111111111111,0.0
16:29669600:+,0.0,0.0,0.0,0.0
16:29669949:+,0.0,0.07692307692307693,0.0,0.1875
16:29669981:+,0.0,0.16666666666666666,0.15384615384615385,0.0
16:29670009:+,0.0,0.05,0.0,0.0
16:29670049:+,0.25,0.06779661016949153,0.0,0.1724137931034483
16:29670138:+,0.0,0.057692307692307696,0.058823529411764705,0.09090909090909091
16:29670200:+,0.0,0.0,0.0,0.0
16:29670367:+,0.0,0.0,0.0,0.20689655172413793
16:29670438:+,0.0,0.0,0.0,0.0
16:3242105:-,0.0,0.0,0.0,0.07692307692307693
16:3242117:-,0.09009009009009009,0.0,0.07272727272727272,0.058823529411764705
16:3242132:-,0.0,0.0,0.0,0.0
16:3242199:-,0.06201550387596899,0.09375,0.12,0.0
16:3242489:-,0.0,0.0,0.0,0.0
16:48352383:+,0.0,0.0,0.0,0.0
16:48352442:+,0.0,0.0,0.0,0.0
16:48352443:+,0.0,0.0,0.0,0.0
16:48352578:+,0.0,0.0,0.0,0.0
16:48353398:+,0.0,0.0,0.0,0.0
16:48354482:+,0.0,0.0,0.0,0.0
16:50105571:+,0.2727272727272727,0.2727272727272727,0.25,0.0
16:50673292:-,0.0,0.07894736842105263,0.0,0.0
16:57683958:+,0.0,0.10526315789473684,0.11578947368421053,0.0
16:67546369:+,0.0,0.0,0.0,0.0
16:69702643:+,0.0,0.0,0.0,0.0
16:70379917:-,0.0,0.0,0.0,0.0
16:75445495:-,0.0,0.0,0.0,0.0
16:75445992:-,0.0,0.0,0.23076923076923078,0.0
16:75446008:-,0.0,0.0,0.3333333333333333,0.0
16:75446074:-,0.0,0.0,0.0,0.0
16:89563497:+,0.0,0.0,0.0,0.0
16:89563617:+,0.0,0.0,0.0,0.0
17:1005526:-,0.0,0.0,0.0,0.0
17:1572942:-,0.0,0.0,0.0,0.0
17:1573050:-,0.0,0.0,0.0,0.0
17:1573080:-,0.0,0.0,0.0,0.0
17:17186597:+,0.0,0.26666666666666666,0.0,0.0
17:17186611:+,0.0,0.0,0.0,0.0
17:17186660:+,0.0,0.0,0.0,0.0
17:29551047:+,0.0,0.0,0.0,0.0
17:3035658:+,0.0,0.0,0.0,0.0
17:30958767:+,0.0,0.0,0.0,0.0
17:31534384:+,0.2727272727272727,0.0,0.0,0.0
17:31534509:+,0.0,0.0,0.3076923076923077,0.0
17:35010639:-,0.0,0.0,0.0,0.0
17:35010995:-,0.0,0.0,0.0,0.0
17:35271156:+,0.0,0.0,0.17647058823529413,0.0
17:35439591:-,0.0,0.0,0.0,0.0
17:35468033:-,0.0,0.0,0.0,0.0
17:35468168:-,0.0,0.0,0.0,0.0
17:35468774:-,0.0,0.0,0.0,0.0
17:35468784:-,0.0,0.0,0.0,0.0
17:35468795:-,0.0,0.0,0.0,0.0
17:35468880:-,0.0,0.0,0.0,0.0
17:35468891:-,0.0,0.0,0.0,0.0
17:35468903:-,0.0,0.0,0.0,0.0
17:35468906:-,0.0,0.0,0.0,0.0
17:35473996:-,0.0,0.0,0.0,0.0
17:35474731:-,0.0,0.0,0.0,0.0
17:35474922:-,0.0,0.0,0.0,0.0
17:37515695:-,0.25,0.0,0.2608695652173913,0.0
17:38919642:+,0.05263157894736842,0.058823529411764705,0.0,0.0
17:3897601:-,0.0,0.0,0.0,0.0
17:39759158:-,0.16666666666666666,0.0,0.0,0.0
17:39759180:-,0.0,0.0,0.0,0.0
17:39759293:-,0.15384615384615385,0.11538461538461539,0.14285714285714285,0.0
17:39759298:-,0.0,0.0,0.0,0.0
17:39759353:-,0.0,0.0,0.0,0.0
17:39759377:-,0.0,0.0,0.0,0.0
17:39759379:-,0.0,0.0,0.1282051282051282,0.0
17:39760207:-,0.0,0.0,0.0,0.0
17:39760536:-,0.0,0.0,0.0,0.0
17:39760560:-,0.0,0.0,0.0,0.0
17:39760595:-,0.0,0.0,0.0,0.0
17:39760596:-,0.0,0.0,0.15,0.0
17:39760920:-,0.0,0.0,0.0,0.0
17:39760965:-,0.0,0.0,0.0,0.0
17:39761010:-,0.0,0.0,0.0,0.0
17:39761057:-,0.0,0.25,0.23076923076923078,0.0
17:39761068:-,0.0,0.0,0.0,0.0
17:39761076:-,0.0,0.0,0.0,0.0
17:39761469:-,0.0,0.0,0.0,0.0
17:39761473:-,0.0,0.0,0.0,0.0
17:39761481:-,0.0,0.0,0.10714285714285714,0.0
17:39761495:-,0.0,0.0,0.0,0.0
17:39761516:-,0.0,0.0,0.0,0.0
17:39761549:-,0.0,0.0,0.0,0.0
17:39761885:-,0.0,0.0,0.0,0.0
17:39761941:-,0.0,0.0,0.14285714285714285,0.0
17:39761977:-,0.0,0.0,0.0,0.0
17:39762027:-,0.0,0.0,0.0,0.0
17:39762629:-,0.0,0.0,0.21428571428571427,0.0
17:39763882:-,0.0,0.0,0.0,0.0
17:39763950:-,0.0,0.0,0.0,0.0
17:39763964:-,0.0,0.0,0.0,0.0
17:39763990:-,0.0,0.0,0.0,0.0
17:39764007:-,0.0,0.0,0.0,0.0
17:39764206:-,0.0,0.0,0.0,0.0
17:39764280:-,0.0,0.0,0.0,0.0
17:39764368:-,0.0,0.0,0.0,0.0
17:39764402:-,0.0,0.0,0.0,0.0
17:39764407:-,0.0,0.0,0.0,0.0
17:39764418:-,0.0,0.0,0.0,0.0
17:42702335:-,0.0,0.0,0.0,0.0
17:43218105:+,0.0,0.0,0.0,0.0
17:440932:-,0.08333333333333333,0.0,0.11764705882352941,0.0
17:441919:-,0.0,0.0,0.0,0.0
17:441981:-,0.058823529411764705,0.0,0.06382978723404255,0.15384615384615385
17:441991:-,0.0,0.0,0.058823529411764705,0.0
17:48121400:+,0.0,0.0,0.0,0.0
17:49831007:+,0.0,0.0,0.0,0.0
17:56891473:-,0.0,0.0,0.0,0.0
17:63694744:+,0.0,0.0,0.0,0.0
17:64321539:-,0.0,0.0,0.0,0.0
17:64321638:-,0.0,0.0,0.0,0.0
17:64321677:-,0.0,0.0,0.0,0.0
17:64322853:-,0.05472636815920398,0.07142857142857142,0.0,0.0
17:64322879:-,0.0,0.0,0.0,0.0
17:64322885:-,0.0784313725490196,0.0,0.0,0.0
17:64322886:-,0.0,0.0,0.0,0.0
17:64322996:-,0.053691275167785234,0.0,0.07291666666666667,0.1
17:64468388:+,0.0,0.0,0.0,0.0
17:6774884:+,0.0,0.0,0.0,0.0
17:7246055:-,0.0,0.0,0.0,0.0
17:75889325:-,0.0,0.0,0.0,0.0
17:75889857:-,0.16666666666666666,0.0,0.0,0.2727272727272727
17:75890130:-,0.0,0.0,0.0,0.0
17:75943360:-,0.0,0.0,0.0,0.0
17:75943521:-,0.0,0.0,0.0,0.0
17:75943995:-,0.3076923076923077,0.0,0.0,0.0
17:75944038:-,0.38461538461538464,0.3,0.0,0.2727272727272727
17:75944149:-,0.0,0.0,0.0,0.0
17:75944151:-,0.0,0.0,0.0,0.0
17:75944358:-,0.0,0.0,0.0,0.0
17:75944793:-,0.0,0.0,0.0,0.0
17:75944836:-,0.0,0.0,0.0,0.0
17:75944850:-,0.0,0.0,0.0,0.0
17:75944877:-,0.0,0.0,0.0,0.0
17:75945012:-,0.0,0.0,0.0,0.0
17:75945017:-,0.0,0.0,0.0,0.0
17:75945026:-,0.0,0.0,0.0,0.0
17:78109578:-,0.0,0.07547169811320754,0.05063291139240506,0.0
17:78110521:-,0.0,0.0,0.0,0.0
17:7911910:+,0.0,0.0,0.0,0.0
17:81681339:-,0.0,0.0,0.0,0.0
17:81681365:-,0.0,0.0,0.0,0.0
17:8224975:-,0.0,0.0,0.0,0.0
18:32068939:+,0.0,0.0,0.0,0.0
18:32068940:+,0.0,0.0,0.0,0.0
18:32068983:+,0.0,0.0,0.0,0.0
18:32069035:+,0.0,0.0,0.0,0.0
18:32069053:+,0.0,0.0,0.0,0.0
18:32069157:+,0.0,0.0,0.0,0.0
18:32070101:+,0.0,0.0,0.0,0.0
18:32070140:+,0.0,0.0,0.0,0.0
18:32070205:+,0.0,0.0,0.0,0.0
18:32071299:+,0.0,0.0,0.0,0.0
18:32071398:+,0.0,0.0,0.0,0.0
18:32071973:+,0.0,0.0,0.0,0.0
18:32072115:+,0.23076923076923078,0.0,0.0,0.0
18:32072155:+,0.15,0.375,0.19047619047619047,0.1875
18:58753332:+,0.0,0.0,0.0,0.0
19:10930129:+,0.0,0.0,0.0,0.0
19:12079390:+,0.0,0.0,0.0,0.0
19:12080806:+,0.0,0.0,0.0,0.0
19:12670968:-,0.0,0.0,0.0,0.0
19:12672568:-,0.0,0.0,0.0,0.0
19:13772619:+,0.0,0.25,0.0,0.0
19:13773028:+,0.0,0.0,0.0,0.0
19:13773040:+,0.0,0.0,0.0,0.0
19:13773047:+,0.0,0.0,0.0,0.0
19:13773059:+,0.0,0.0,0.0,0.0
19:13773147:+,0.0,0.0,0.0,0.0
19:13773191:+,0.0,0.0,0.0,0.0
19:13773205:+,0.0,0.0,0.0,0.0
19:13773361:+,0.0,0.0,0.0,0.0
19:13773384:+,0.0,0.0,0.0,0.0
19:13773416:+,0.0,0.0,0.0,0.0
19:13773757:+,0.0,0.0,0.0,0.0
19:13773912:+,0.2,0.0,0.0,0.0
19:13773924:+,0.0,0.15789473684210525,0.0,0.0
19:13773927:+,0.0,0.0,0.0,0.0
19:14610598:+,0.0,0.0,0.0,0.0
19:14610605:+,0.0,0.0,0.0,0.0
19:14610618:+,0.0,0.0,0.0,0.0
19:14610684:+,0.0,0.0,0.0,0.0
19:14610685:+,0.0,0.0,0.0,0.0
19:14610717:+,0.0,0.0,0.0,0.0
19:14610740:+,0.0,0.0,0.0,0.0
19:14610781:+,0.0,0.0,0.0,0.0
19:14610788:+,0.0,0.0,0.0,0.0
19:14610794:+,0.0,0.0,0.0,0.0
