,SRR1740054,SRR1740055,SRR1740056,SRR1740057,SRR1740082,SRR1740083,SRR1740084,SRR1740085
13:19672883:+,0.1,0.1025641025641025,0.0769230769230769,0.1886792452830188,0.0714285714285714,0.1320754716981132,0.0857142857142857,0.0
13:19672934:+,0.1403508771929824,0.109375,0.1403508771929824,0.1904761904761904,0.2027027027027027,0.0,0.2,0.0975609756097561
14:20367026:-,0.2222222222222222,0.3636363636363636,0.1538461538461538,0.1739130434782608,0.1818181818181818,0.0,0.2,0.2
14:74735840:+,0.1212121212121212,0.1904761904761904,0.25,0.1363636363636363,0.1351351351351351,0.3529411764705882,0.0,0.21875
15:34231753:-,0.1,0.2962962962962963,0.0,0.088235294117647,0.2244897959183673,0.1923076923076923,0.15,0.0851063829787234
16:29667654:+,0.1025641025641025,0.1182795698924731,0.1298701298701298,0.0625,0.0571428571428571,0.1935483870967742,0.075,0.1276595744680851
16:29668564:+,0.1632653061224489,0.2391304347826087,0.2857142857142857,0.3170731707317073,0.3260869565217391,0.1428571428571428,0.3125,0.3055555555555556
16:29668965:+,0.1707317073170731,0.25,0.0975609756097561,0.1290322580645161,0.0816326530612244,0.0,0.1428571428571428,0.2
16:29669000:+,0.1041666666666666,0.108695652173913,0.0681818181818181,0.1290322580645161,0.1384615384615384,0.0857142857142857,0.0930232558139534,0.1041666666666666
16:29669624:+,0.1935483870967742,0.2142857142857142,0.1388888888888889,0.1176470588235294,0.0,0.2666666666666666,0.2068965517241379,0.0
16:29669981:+,0.1098901098901098,0.0,0.0851063829787234,0.0898876404494382,0.1494252873563218,0.1136363636363636,0.1,0.0886075949367088
16:29670049:+,0.0697674418604651,0.0747663551401869,0.0886075949367088,0.1139240506329113,0.0571428571428571,0.1296296296296296,0.1454545454545454,0.086021505376344
16:29670138:+,0.0697674418604651,0.08,0.0,0.09,0.1034482758620689,0.1914893617021276,0.0,0.0945945945945946
16:29670367:+,0.0,0.0972222222222222,0.0526315789473684,0.072463768115942,0.0568181818181818,0.0,0.1186440677966101,0.0657894736842105
16:29670438:+,0.073170731707317,0.0666666666666666,0.1020408163265306,0.0714285714285714,0.0,0.0943396226415094,0.0677966101694915,0.0
16:48352442:+,0.0,0.1785714285714285,0.1621621621621621,0.0967741935483871,0.125,0.0,0.2916666666666667,0.1481481481481481
17:35271152:+,0.1212121212121212,0.1388888888888889,0.0789473684210526,0.1351351351351351,0.1111111111111111,0.1538461538461538,0.2,0.0789473684210526
17:35468849:-,0.1904761904761904,0.2647058823529412,0.1379310344827586,0.24,0.1627906976744186,0.1111111111111111,0.0,0.25
17:64322996:-,0.0,0.0864197530864197,0.0,0.064516129032258,0.0833333333333333,0.0821917808219178,0.1041666666666666,0.0512820512820512
18:32072155:+,0.1224489795918367,0.1153846153846153,0.09375,0.0909090909090909,0.1111111111111111,0.1891891891891892,0.238095238095238,0.1632653061224489
19:13773208:+,0.2258064516129032,0.217391304347826,0.1666666666666666,0.0,0.2,0.1304347826086956,0.2692307692307692,0.15625
19:13773924:+,0.0,0.0909090909090909,0.1111111111111111,0.1481481481481481,0.0,0.2105263157894736,0.1578947368421052,0.1428571428571428
19:17553031:+,0.25,0.1875,0.1578947368421052,0.0,0.0833333333333333,0.1739130434782608,0.0,0.1764705882352941
19:38868387:-,0.0,0.1666666666666666,0.1481481481481481,0.0,0.1081081081081081,0.0833333333333333,0.1,0.0697674418604651
19:5909608:+,0.12,0.1785714285714285,0.0,0.3809523809523809,0.0,0.1428571428571428,0.2105263157894736,0.2608695652173913
1:150731136:-,0.2264150943396226,0.2362204724409448,0.2,0.1948051948051948,0.246031746031746,0.2105263157894736,0.2096774193548387,0.145631067961165
1:150731221:-,0.1384615384615384,0.1320754716981132,0.0714285714285714,0.1627906976744186,0.1590909090909091,0.1702127659574468,0.0888888888888888,0.0895522388059701
1:150731275:-,0.1645569620253164,0.2526315789473684,0.1374045801526717,0.208695652173913,0.2,0.1481481481481481,0.1777777777777777,0.208
1:150731310:-,0.0684931506849315,0.1047120418848167,0.0733333333333333,0.126865671641791,0.1003584229390681,0.1058823529411764,0.1338028169014084,0.1371428571428571
1:150731936:-,0.1129032258064516,0.1196172248803827,0.099009900990099,0.0884353741496598,0.1064638783269961,0.0786516853932584,0.1146496815286624,0.1204188481675392
1:150731999:-,0.0507246376811594,0.1184210526315789,0.0601503759398496,0.1034482758620689,0.0899470899470899,0.0814814814814814,0.1071428571428571,0.0518518518518518
1:150732136:-,0.0826086956521739,0.075,0.0772946859903381,0.0,0.0828220858895705,0.0837696335078534,0.1022727272727272,0.0995850622406639
1:150732159:-,0.0608695652173913,0.1294964028776978,0.1057692307692307,0.0938967136150234,0.0895522388059701,0.0769230769230769,0.0931372549019607,0.056910569105691
1:150732177:-,0.0643564356435643,0.0694980694980695,0.1029411764705882,0.0,0.0857142857142857,0.1058201058201058,0.0895522388059701,0.1052631578947368
1:150732771:-,0.0640279394644936,0.0766932270916334,0.0780856423173803,0.0562913907284768,0.0636998254799302,0.0,0.0522388059701492,0.0563674321503131
1:1663537:-,0.1551724137931034,0.1571428571428571,0.1132075471698113,0.0833333333333333,0.2195121951219512,0.1212121212121212,0.1212121212121212,0.0
1:1664100:-,0.2413793103448276,0.1818181818181818,0.1153846153846153,0.2592592592592592,0.1538461538461538,0.2307692307692307,0.0,0.1428571428571428
1:204555737:+,0.1904761904761904,0.12,0.2857142857142857,0.2121212121212121,0.1904761904761904,0.2105263157894736,0.3076923076923077,0.0
1:204556512:+,0.1612903225806451,0.15625,0.1666666666666666,0.0,0.1333333333333333,0.1034482758620689,0.1428571428571428,0.2068965517241379
1:204557531:+,0.2857142857142857,0.24,0.3043478260869565,0.1739130434782608,0.2222222222222222,0.3157894736842105,0.2857142857142857,0.1923076923076923
1:89183643:-,0.1666666666666666,0.0555555555555555,0.119047619047619,0.0,0.0985915492957746,0.1785714285714285,0.0967741935483871,0.1379310344827586
1:89183695:-,0.1351351351351351,0.1206896551724138,0.0,0.1428571428571428,0.1830985915492957,0.1666666666666666,0.1333333333333333,0.1578947368421052
20:36892573:-,0.1204819277108433,0.1195652173913043,0.1294964028776978,0.1944444444444444,0.1496815286624203,0.1318681318681318,0.1220930232558139,0.1317829457364341
20:37519169:-,0.1951219512195122,0.1363636363636363,0.1929824561403508,0.0612244897959183,0.0,0.09375,0.1052631578947368,0.1
20:45079067:+,0.1704545454545454,0.1764705882352941,0.1707317073170731,0.1571428571428571,0.1463414634146341,0.1351351351351351,0.196078431372549,0.2
20:45079200:+,0.2452830188679245,0.25,0.2115384615384615,0.22,0.2533333333333333,0.1764705882352941,0.2790697674418604,0.2407407407407407
21:33264782:+,0.2692307692307692,0.1944444444444444,0.2333333333333333,0.0,0.1515151515151515,0.1764705882352941,0.1071428571428571,0.15625
22:17110376:+,0.055045871559633,0.0542635658914728,0.0,0.0652173913043478,0.0526315789473684,0.0684931506849315,0.0967741935483871,0.0980392156862745
22:17113458:+,0.0,0.1578947368421052,0.1707317073170731,0.1,0.1463414634146341,0.0,0.0851063829787234,0.1219512195121951
22:24573660:+,0.0789473684210526,0.1818181818181818,0.1794871794871795,0.0,0.1666666666666666,0.1739130434782608,0.0,0.0833333333333333
22:39018766:+,0.0972222222222222,0.0686274509803921,0.0508474576271186,0.1076923076923077,0.1846153846153846,0.0952380952380952,0.1515151515151515,0.2115384615384615
22:39018906:+,0.0784313725490196,0.0769230769230769,0.0816326530612244,0.0769230769230769,0.135593220338983,0.2,0.1851851851851851,0.2037037037037037
22:39019866:+,0.1538461538461538,0.1886792452830188,0.2280701754385964,0.1041666666666666,0.2545454545454545,0.1333333333333333,0.1481481481481481,0.2631578947368421
22:39020075:+,0.1568627450980392,0.1290322580645161,0.0701754385964912,0.1666666666666666,0.1,0.0,0.1666666666666666,0.1333333333333333
22:39032721:+,0.0,0.1578947368421052,0.2105263157894736,0.3,0.2333333333333333,0.1578947368421052,0.0,0.3333333333333333
22:39032848:+,0.1875,0.1363636363636363,0.1764705882352941,0.2,0.238095238095238,0.0,0.0,0.2142857142857142
2:201164009:+,0.056338028169014,0.057471264367816,0.0615384615384615,0.0634920634920634,0.0,0.0588235294117647,0.0,0.05
2:201164143:+,0.1296296296296296,0.180327868852459,0.2291666666666666,0.1481481481481481,0.0,0.0,0.0909090909090909,0.088235294117647
2:201219194:+,0.1481481481481481,0.0,0.25,0.2,0.217391304347826,0.1739130434782608,0.0,0.125
2:201286638:+,0.1818181818181818,0.0769230769230769,0.0952380952380952,0.1063829787234042,0.1313131313131313,0.2054794520547945,0.1739130434782608,0.2318840579710145
2:201287382:+,0.2727272727272727,0.2708333333333333,0.0754716981132075,0.1764705882352941,0.0754716981132075,0.0909090909090909,0.1714285714285714,0.2244897959183673
3:10151790:+,0.1166666666666666,0.1428571428571428,0.106060606060606,0.0517241379310344,0.1290322580645161,0.0,0.1,0.0512820512820512
3:10152309:+,0.1136363636363636,0.1063829787234042,0.125,0.1509433962264151,0.1147540983606557,0.1333333333333333,0.131578947368421,0.0784313725490196
3:10152592:+,0.0,0.1739130434782608,0.1851851851851851,0.0,0.1470588235294117,0.28,0.1304347826086956,0.125
3:10152688:+,0.1724137931034483,0.3103448275862069,0.1891891891891892,0.2,0.25,0.1034482758620689,0.217391304347826,0.131578947368421
3:10152870:+,0.1212121212121212,0.1707317073170731,0.1666666666666666,0.1470588235294117,0.1875,0.217391304347826,0.1818181818181818,0.1428571428571428
3:10152908:+,0.081081081081081,0.1489361702127659,0.1351351351351351,0.0,0.0535714285714285,0.1071428571428571,0.0,0.1136363636363636
3:10153156:+,0.0769230769230769,0.09375,0.0980392156862745,0.0588235294117647,0.1025641025641025,0.0,0.0666666666666666,0.0
3:10153205:+,0.0714285714285714,0.1020408163265306,0.1632653061224489,0.1052631578947368,0.0547945205479452,0.0,0.125,0.1
3:156541617:-,0.2105263157894736,0.1304347826086956,0.2142857142857142,0.0,0.1,0.0,0.3076923076923077,0.1153846153846153
4:2839693:+,0.2222222222222222,0.217391304347826,0.1,0.125,0.0,0.2307692307692307,0.0,0.1428571428571428
4:2839824:+,0.09375,0.1388888888888889,0.1,0.0,0.1428571428571428,0.12,0.0,0.125
6:42889292:+,0.24,0.3448275862068966,0.25,0.2222222222222222,0.2307692307692307,0.1428571428571428,0.2727272727272727,0.2424242424242424
7:17345193:+,0.0,0.1428571428571428,0.1578947368421052,0.0,0.1617647058823529,0.08,0.1818181818181818,0.1388888888888889
7:17345207:+,0.2666666666666666,0.15,0.2222222222222222,0.0,0.1571428571428571,0.0851063829787234,0.3214285714285714,0.0789473684210526
7:17345257:+,0.1724137931034483,0.2285714285714285,0.1666666666666666,0.1071428571428571,0.0961538461538461,0.2127659574468085,0.0,0.0
7:44801919:+,0.0,0.1071428571428571,0.1538461538461538,0.1,0.1818181818181818,0.1153846153846153,0.0,0.1363636363636363
7:44802499:+,0.0,0.1914893617021276,0.119047619047619,0.0697674418604651,0.0909090909090909,0.0,0.09375,0.088235294117647
8:11842853:-,0.2045454545454545,0.0606060606060606,0.0612244897959183,0.1034482758620689,0.1521739130434782,0.0833333333333333,0.073170731707317,0.0634920634920634
8:11842909:-,0.0909090909090909,0.0545454545454545,0.1951219512195122,0.1935483870967742,0.0701754385964912,0.1538461538461538,0.1212121212121212,0.1132075471698113
8:11843166:-,0.25,0.2553191489361702,0.1666666666666666,0.1428571428571428,0.2727272727272727,0.2222222222222222,0.2105263157894736,0.1515151515151515
8:11843919:-,0.0823529411764705,0.1529411764705882,0.1111111111111111,0.1267605633802817,0.2153846153846154,0.0,0.2558139534883721,0.0961538461538461
8:11843931:-,0.11,0.0792079207920792,0.125,0.1282051282051282,0.1538461538461538,0.1590909090909091,0.1224489795918367,0.1228070175438596
8:11843948:-,0.1756756756756756,0.296875,0.2549019607843137,0.1666666666666666,0.125,0.1935483870967742,0.3870967741935484,0.2888888888888888
8:11843999:-,0.1,0.1547619047619047,0.0,0.0,0.119047619047619,0.25,0.0833333333333333,0.09375
8:30678633:-,0.1521739130434782,0.1162790697674418,0.1304347826086956,0.1568627450980392,0.1304347826086956,0.1176470588235294,0.1176470588235294,0.09375
8:38971825:+,0.1296296296296296,0.1428571428571428,0.0,0.0851063829787234,0.0714285714285714,0.1463414634146341,0.0,0.1081081081081081
8:38972234:+,0.1290322580645161,0.1351351351351351,0.1304347826086956,0.0,0.1129032258064516,0.1290322580645161,0.125,0.0833333333333333
8:38972255:+,0.0625,0.0666666666666666,0.0576923076923076,0.0,0.1016949152542373,0.0,0.1578947368421052,0.0930232558139534
9:134906167:-,0.0689655172413793,0.0714285714285714,0.0769230769230769,0.1142857142857142,0.0813953488372093,0.0588235294117647,0.0,0.0612244897959183
X:15782971:+,0.0,0.25,0.0,0.1578947368421052,0.1666666666666666,0.2352941176470588,0.1111111111111111,0.1666666666666666
X:77828119:-,0.1,0.1111111111111111,0.1071428571428571,0.0,0.0909090909090909,0.0,0.1666666666666666,0.2352941176470588
